date,rain_sum_7d,snow_var_7d,min_temp_2d,max_temp_2d,neg_rate_7d
2020-09-09,34.2,-0.0,8.4,9.5,0.0
2020-09-10,44.8,-0.0,8.4,9.2,0.0
2020-09-11,43.8,-0.0,9.2,10.9,0.0
2020-09-12,42.2,-0.0,7.9,10.9,0.0
2020-09-13,51.7,-0.0,7.9,11.9,0.0
2020-09-14,45.0,-0.0,10.9,11.9,0.0
2020-09-15,43.8,-0.0,8.8,10.9,0.0
2020-09-16,32.8,-0.0,8.8,9.4,0.0
2020-09-17,22.7,-0.0,9.4,12.3,0.0
2020-09-18,22.7,-0.0,7.8,12.3,0.0
2020-09-19,20.7,-0.0,5.6,7.8,0.0
2020-09-20,0.5,-0.0,5.6,6.5,0.0
2020-09-21,0.5,-0.0,5.3,6.5,0.0
2020-09-22,0.5,-0.0,5.3,9.8,0.0
2020-09-23,0.5,-0.0,9.8,10.7,0.0
2020-09-24,-0.0,-0.0,9.0,10.7,0.0
2020-09-25,-0.0,-0.0,9.0,12.2,0.0
2020-09-26,0.4,-0.0,12.2,14.4,0.0
2020-09-27,0.4,-0.0,13.3,14.4,0.0
2020-09-28,0.4,-0.0,13.0,13.3,0.0
2020-09-29,0.4,-0.0,12.3,13.0,0.0
2020-09-30,0.4,-0.0,12.3,12.6,0.0
2020-10-01,0.4,-0.0,12.3,12.6,0.0
2020-10-02,0.4,-0.0,9.6,12.3,0.0
2020-10-03,-0.0,-0.0,9.6,10.1,0.0
2020-10-04,0.1,-0.0,10.1,10.1,0.0
2020-10-05,1.8,-0.0,10.1,12.1,0.0
2020-10-06,6.5,-0.0,12.1,12.3,0.0
2020-10-07,7.3,-0.0,12.3,13.3,0.0
2020-10-08,12.3,-0.0,11.4,13.3,0.0
2020-10-09,13.0,-0.0,11.4,12.3,0.0
2020-10-10,15.0,-0.0,10.4,12.3,0.0
2020-10-11,20.1,-0.0,9.7,10.4,0.0
2020-10-12,19.7,-0.0,8.9,9.7,0.0
2020-10-13,18.5,-0.0,6.2,8.9,0.0
2020-10-14,17.9,-0.0,6.2,6.5,0.0
2020-10-15,12.9,-0.0,3.8,6.5,0.0
2020-10-16,12.2,-0.0,3.0,3.8,0.0
2020-10-17,10.2,-0.0,1.0,3.0,0.0
2020-10-18,5.0,-0.0,0.3,1.0,0.0
2020-10-19,6.2,-0.0,0.3,1.3,0.0
2020-10-20,2.7,-0.0,0.8,1.3,0.0
2020-10-21,6.7,-0.0,-1.0,0.8,0.0
2020-10-22,12.6,-0.0,-1.0,-0.9,0.14
2020-10-23,26.8,-0.0,-0.9,7.3,0.29
2020-10-24,26.8,-0.0,4.6,7.3,0.29
2020-10-25,27.7,-0.0,0.2,4.6,0.29
2020-10-26,25.2,-0.0,0.2,3.3,0.29
2020-10-27,25.9,-0.0,3.3,8.8,0.29
2020-10-28,32.0,-0.0,8.8,9.4,0.29
2020-10-29,28.2,-0.0,8.1,9.4,0.14
2020-10-30,14.0,-0.0,8.1,9.1,0.0
2020-10-31,14.3,-0.0,7.6,9.1,0.0
2020-11-01,13.8,-0.0,5.5,7.6,0.0
2020-11-02,13.8,-0.0,5.5,7.2,0.0
2020-11-03,18.7,-0.0,6.7,7.2,0.0
2020-11-04,8.4,-0.0,6.7,8.8,0.0
2020-11-05,9.2,-0.0,5.4,8.8,0.0
2020-11-06,9.2,-0.0,3.5,5.4,0.0
2020-11-07,8.9,-0.0,3.5,4.3,0.0
2020-11-08,8.5,-0.0,4.3,5.6,0.0
2020-11-09,8.6,-0.0,1.1,5.6,0.0
2020-11-10,3.0,-0.0,0.0,1.1,0.0
2020-11-11,3.0,-0.0,0.0,0.1,0.0
2020-11-12,5.4,-0.0,-0.9,0.1,0.0
2020-11-13,5.4,-0.0,-0.9,6.0,0.14
2020-11-14,5.4,-0.0,5.0,6.0,0.14
2020-11-15,5.4,-0.0,4.2,5.0,0.14
2020-11-16,5.3,-0.0,3.0,4.2,0.14
2020-11-17,11.5,-0.0,3.0,3.1,0.14
2020-11-18,23.7,-0.0,3.1,5.0,0.14
2020-11-19,22.4,-0.0,5.0,6.9,0.14
2020-11-20,33.0,-0.0,6.6,6.9,0.0
2020-11-21,33.0,-0.0,-1.9,6.6,0.0
2020-11-22,50.2,-0.0,-2.7,-1.9,0.14
2020-11-23,50.2,-0.0,-2.7,5.1,0.29
2020-11-24,44.4,-0.0,3.5,5.1,0.29
2020-11-25,32.2,-0.0,0.6,3.5,0.29
2020-11-26,32.8,-0.0,-0.4,0.6,0.29
2020-11-27,23.4,-0.0,-0.4,2.4,0.43
2020-11-28,23.4,-0.0,-0.1,2.4,0.43
2020-11-29,7.5,-0.0,-0.1,0.5,0.43
2020-11-30,11.0,-0.0,-0.4,0.5,0.29
2020-12-01,13.4,-0.0,-0.8,-0.4,0.43
2020-12-02,15.5,-0.0,-0.8,0.6,0.57
2020-12-03,10.9,-0.0,0.6,1.6,0.57
2020-12-04,9.7,-0.0,-1.1,1.6,0.43
2020-12-05,13.2,-0.0,-1.1,0.0,0.57
2020-12-06,11.9,-0.0,0.0,2.0,0.43
2020-12-07,8.4,-0.0,2.0,3.3,0.43
2020-12-08,5.6,-0.0,0.4,3.3,0.29
2020-12-09,3.5,-0.0,-0.9,0.4,0.14
2020-12-10,3.5,-0.0,-3.4,-0.9,0.29
2020-12-11,3.5,-0.0,-3.4,-2.7,0.43
2020-12-12,-0.0,-0.0,-3.3,-2.7,0.43
2020-12-13,-0.0,-0.0,-3.3,-0.6,0.57
2020-12-14,-0.0,-0.0,-3.5,-0.6,0.71
2020-12-15,-0.0,-0.0,-3.5,-1.4,0.86
2020-12-16,10.9,-0.0,-1.4,-0.9,1.0
2020-12-17,14.0,-0.0,-0.9,1.1,1.0
2020-12-18,17.0,-0.0,-0.4,1.1,0.86
2020-12-19,25.5,-0.0,-0.6,-0.4,0.86
2020-12-20,27.0,-0.0,-0.6,1.6,0.86
2020-12-21,28.3,-0.0,1.6,3.8,0.71
2020-12-22,33.2,-0.0,2.7,3.8,0.57
2020-12-23,25.8,-0.0,2.7,2.9,0.43
2020-12-24,25.0,-0.0,0.4,2.9,0.29
2020-12-25,22.0,-0.0,0.4,1.1,0.29
2020-12-26,13.6,-0.0,-0.2,1.1,0.14
2020-12-27,12.1,-0.0,-2.0,-0.2,0.14
2020-12-28,11.4,-0.0,-2.8,-2.0,0.29
2020-12-29,11.3,-0.0,-2.8,-0.7,0.43
2020-12-30,15.1,0.14,-0.7,0.3,0.57
2020-12-31,16.5,0.24,0.3,0.4,0.57
2021-01-01,19.4,0.24,0.4,1.2,0.57
2021-01-02,19.3,0.24,-0.7,1.2,0.57
2021-01-03,25.8,0.24,-1.5,-0.7,0.57
2021-01-04,26.4,6.57,-3.8,-1.5,0.57
2021-01-05,21.6,8.0,-3.8,-3.2,0.57
2021-01-06,14.3,11.14,-3.7,-3.2,0.57
2021-01-07,10.6,10.57,-4.0,-3.7,0.71
2021-01-08,9.4,9.14,-4.0,-2.8,0.86
2021-01-09,9.4,6.0,-3.3,-2.8,1.0
2021-01-10,2.9,1.62,-9.2,-3.3,1.0
2021-01-11,9.9,1.24,-13.3,-9.2,1.0
2021-01-12,14.4,20.67,-13.3,-0.8,1.0
2021-01-13,35.9,44.81,-1.8,-0.8,1.0
2021-01-14,39.3,180.48,-8.4,-1.8,1.0
2021-01-15,37.6,239.9,-19.4,-8.4,1.0
2021-01-16,38.1,241.33,-21.8,-19.4,1.0
2021-01-17,38.1,182.29,-21.8,-18.2,1.0
2021-01-18,29.9,84.95,-19.1,-18.2,1.0
2021-01-19,27.6,44.67,-19.1,-12.9,1.0
2021-01-20,8.1,6.62,-12.9,-1.3,1.0
2021-01-21,8.7,2.81,-7.2,-1.3,1.0
2021-01-22,15.4,1.95,-7.2,-5.5,1.0
2021-01-23,17.4,1.95,-5.5,-3.9,1.0
2021-01-24,18.9,5.0,-3.9,1.8,1.0
2021-01-25,27.1,14.14,0.3,1.8,0.86
2021-01-26,25.4,19.14,0.1,0.3,0.71
2021-01-27,29.6,24.29,0.1,0.5,0.57
2021-01-28,26.7,34.0,-0.2,0.5,0.43
2021-01-29,20.7,33.24,-5.1,-0.2,0.43
2021-01-30,22.8,21.9,-5.3,-5.1,0.43
2021-01-31,26.0,13.62,-6.8,-5.3,0.43
2021-02-01,19.2,20.67,-8.5,-6.8,0.57
2021-02-02,18.7,30.9,-11.0,-8.5,0.71
2021-02-03,21.2,36.62,-11.0,-8.9,0.86
2021-02-04,20.1,74.33,-9.7,-8.9,1.0
2021-02-05,19.4,71.48,-15.9,-9.7,1.0
2021-02-06,14.8,42.9,-16.5,-15.9,1.0
2021-02-07,10.1,24.57,-17.4,-16.5,1.0
2021-02-08,8.7,20.57,-17.4,-15.3,1.0
2021-02-09,8.7,18.67,-15.3,-9.7,1.0
2021-02-10,0.2,12.24,-12.8,-9.7,1.0
2021-02-11,0.2,7.67,-16.0,-12.8,1.0
2021-02-12,0.2,5.33,-18.3,-16.0,1.0
2021-02-13,0.2,2.29,-18.8,-18.3,1.0
2021-02-14,0.2,2.0,-18.8,-10.6,1.0
2021-02-15,0.2,2.57,-10.6,-7.2,1.0
2021-02-16,0.2,2.29,-13.5,-7.2,1.0
2021-02-17,-0.0,1.24,-13.5,-9.6,1.0
2021-02-18,-0.0,0.95,-16.5,-9.6,1.0
2021-02-19,-0.0,0.9,-21.2,-16.5,1.0
2021-02-20,1.0,0.9,-21.2,-9.1,1.0
2021-02-21,7.2,1.14,-9.1,-5.8,1.0
2021-02-22,11.0,1.29,-5.8,-5.4,1.0
2021-02-23,11.5,1.29,-9.3,-5.4,1.0
2021-02-24,16.9,1.29,-9.6,-9.3,1.0
2021-02-25,17.3,1.29,-9.6,-4.3,1.0
2021-02-26,17.9,1.24,-4.3,1.8,1.0
2021-02-27,16.9,8.95,1.8,1.9,0.86
2021-02-28,11.0,21.81,0.2,1.9,0.71
2021-03-01,7.2,29.24,0.2,0.5,0.57
2021-03-02,6.7,37.29,0.5,0.8,0.43
2021-03-03,1.3,34.62,0.8,1.7,0.29
2021-03-04,1.8,22.62,-1.4,1.7,0.14
2021-03-05,1.2,5.29,-3.2,-1.4,0.14
2021-03-06,1.2,2.62,-7.9,-3.2,0.29
2021-03-07,3.7,1.33,-7.9,-7.5,0.43
2021-03-08,4.2,1.33,-7.5,-7.1,0.57
2021-03-09,6.2,1.48,-8.4,-7.1,0.71
2021-03-10,15.2,2.62,-10.1,-8.4,0.86
2021-03-11,14.3,27.95,-15.5,-10.1,1.0
2021-03-12,16.3,35.81,-15.5,-8.6,1.0
2021-03-13,18.1,35.14,-8.6,-3.1,1.0
2021-03-14,16.5,34.48,-3.1,-1.2,1.0
2021-03-15,22.1,27.33,-1.2,0.2,1.0
2021-03-16,20.7,15.67,0.0,0.2,0.86
2021-03-17,11.7,13.48,-1.4,0.0,0.71
2021-03-18,13.1,13.48,-2.7,-1.4,0.71
2021-03-19,11.1,13.48,-5.3,-2.7,0.71
2021-03-20,9.3,10.9,-8.0,-5.3,0.71
2021-03-21,11.1,2.62,-8.0,-7.9,0.71
2021-03-22,5.0,4.24,-7.9,-0.1,0.71
2021-03-23,4.4,3.95,-4.3,-0.1,0.86
2021-03-24,4.4,4.9,-5.4,-4.3,1.0
2021-03-25,3.0,6.33,-5.4,0.9,1.0
2021-03-26,3.9,11.48,0.9,1.3,0.86
2021-03-27,3.9,20.48,0.1,1.3,0.71
2021-03-28,0.9,17.81,-0.5,0.1,0.57
2021-03-29,1.4,11.0,-0.5,2.1,0.57
2021-03-30,10.2,34.81,2.1,2.1,0.43
2021-03-31,10.2,68.33,2.1,3.6,0.29
2021-04-01,10.2,78.81,3.0,3.6,0.14
2021-04-02,9.3,81.67,-1.0,3.0,0.14
2021-04-03,9.3,77.62,-1.0,0.8,0.29
2021-04-04,9.3,39.62,0.8,1.0,0.29
2021-04-05,13.0,4.81,-0.6,1.0,0.14
2021-04-06,7.7,0.24,-0.6,1.0,0.29
2021-04-07,7.7,0.14,-0.2,1.0,0.29
2021-04-08,7.7,-0.0,-0.2,1.4,0.43
2021-04-09,7.7,-0.0,0.0,1.4,0.43
2021-04-10,11.7,-0.0,-0.6,0.0,0.29
2021-04-11,13.2,-0.0,-0.6,0.6,0.43
2021-04-12,9.0,-0.0,0.6,1.9,0.43
2021-04-13,5.5,-0.0,1.9,4.3,0.29
2021-04-14,5.5,-0.0,4.3,4.4,0.29
2021-04-15,5.5,-0.0,0.5,4.4,0.14
2021-04-16,5.5,-0.0,0.5,0.5,0.14
2021-04-17,1.5,-0.0,0.5,2.3,0.14
2021-04-18,-0.0,-0.0,2.3,4.0,0.0
2021-04-19,-0.0,-0.0,4.0,4.2,0.0
2021-04-20,-0.0,-0.0,4.2,5.5,0.0
2021-04-21,-0.0,-0.0,1.9,5.5,0.0
2021-04-22,-0.0,-0.0,1.9,3.2,0.0
2021-04-23,6.5,-0.0,2.0,3.2,0.0
2021-04-24,11.0,-0.0,0.4,2.0,0.0
2021-04-25,14.5,-0.0,0.4,0.6,0.0
2021-04-26,17.5,-0.0,0.6,1.4,0.0
2021-04-27,17.5,-0.0,0.5,1.4,0.0
2021-04-28,17.5,-0.0,0.5,2.0,0.0
2021-04-29,17.6,-0.0,-1.5,2.0,0.0
2021-04-30,11.1,-0.0,-1.5,-1.4,0.14
2021-05-01,6.6,-0.0,-1.7,-1.4,0.29
2021-05-02,3.1,-0.0,-1.7,-0.3,0.43
2021-05-03,0.1,-0.0,-0.3,-0.1,0.57
2021-05-04,0.1,-0.0,-0.1,1.6,0.71
2021-05-05,0.1,-0.0,1.6,3.7,0.71
2021-05-06,7.7,-0.0,2.5,3.7,0.71
2021-05-07,8.2,-0.0,2.5,4.1,0.57
2021-05-08,8.2,-0.0,2.8,4.1,0.43
2021-05-09,8.2,-0.0,2.8,2.9,0.29
2021-05-10,11.0,-0.0,0.2,2.9,0.14
2021-05-11,11.1,-0.0,0.2,6.5,0.0
2021-05-12,11.1,-0.0,6.5,12.2,0.0
2021-05-13,3.4,-0.0,12.1,12.2,0.0
2021-05-14,2.9,-0.0,11.5,12.1,0.0
2021-05-15,2.9,-0.0,8.9,11.5,0.0
2021-05-16,2.9,-0.0,8.9,11.1,0.0
2021-05-17,0.1,-0.0,10.1,11.1,0.0
2021-05-18,9.2,-0.0,8.2,10.1,0.0
2021-05-19,15.1,-0.0,8.2,9.6,0.0
2021-05-20,18.1,-0.0,9.6,10.7,0.0
2021-05-21,35.7,-0.0,9.4,10.7,0.0
2021-05-22,35.7,-0.0,9.2,9.4,0.0
2021-05-23,35.7,-0.0,7.6,9.2,0.0
2021-05-24,35.7,-0.0,6.3,7.6,0.0
2021-05-25,26.5,-0.0,6.3,7.2,0.0
2021-05-26,20.6,-0.0,7.0,7.2,0.0
2021-05-27,56.2,-0.0,7.0,7.7,0.0
2021-05-28,38.6,-0.0,7.7,8.0,0.0
2021-05-29,38.6,-0.0,6.6,8.0,0.0
2021-05-30,38.6,-0.0,6.6,7.1,0.0
2021-05-31,38.6,-0.0,5.2,7.1,0.0
2021-06-01,39.7,-0.0,5.2,8.6,0.0
2021-06-02,39.7,-0.0,8.6,9.4,0.0
2021-06-03,1.1,-0.0,8.0,9.4,0.0
2021-06-04,1.1,-0.0,8.0,13.5,0.0
2021-06-05,1.1,-0.0,11.6,13.5,0.0
2021-06-06,1.1,-0.0,11.3,11.6,0.0
2021-06-07,14.2,-0.0,11.3,13.4,0.0
2021-06-08,13.3,-0.0,13.4,13.4,0.0
2021-06-09,13.3,-0.0,13.0,13.4,0.0
2021-06-10,13.3,-0.0,12.9,13.0,0.0
2021-06-11,13.3,-0.0,11.0,12.9,0.0
2021-06-12,13.3,-0.0,11.0,12.3,0.0
2021-06-13,18.3,-0.0,12.3,15.4,0.0
2021-06-14,5.4,-0.0,13.9,15.4,0.0
2021-06-15,5.7,-0.0,8.7,13.9,0.0
2021-06-16,5.7,-0.0,8.7,13.7,0.0
2021-06-17,5.7,-0.0,10.0,13.7,0.0
2021-06-18,5.7,-0.0,10.0,11.8,0.0
2021-06-19,5.7,-0.0,11.8,13.3,0.0
2021-06-20,0.7,-0.0,13.3,16.6,0.0
2021-06-21,0.5,-0.0,16.6,18.7,0.0
2021-06-22,-0.0,-0.0,18.7,20.7,0.0
2021-06-23,-0.0,-0.0,20.7,22.5,0.0
2021-06-24,11.7,-0.0,18.4,22.5,0.0
2021-06-25,11.7,-0.0,17.2,18.4,0.0
2021-06-26,11.7,-0.0,16.7,17.2,0.0
2021-06-27,11.7,-0.0,16.7,17.6,0.0
2021-06-28,11.7,-0.0,17.6,17.7,0.0
2021-06-29,11.7,-0.0,15.1,17.7,0.0
2021-06-30,11.7,-0.0,15.1,17.0,0.0
2021-07-01,8.0,-0.0,15.6,17.0,0.0
2021-07-02,8.0,-0.0,15.6,17.8,0.0
2021-07-03,8.0,-0.0,16.7,17.8,0.0
2021-07-04,8.0,-0.0,14.6,16.7,0.0
2021-07-05,8.0,-0.0,14.6,15.5,0.0
2021-07-06,8.0,-0.0,15.5,17.4,0.0
2021-07-07,8.3,-0.0,17.4,21.2,0.0
2021-07-08,1.7,-0.0,20.4,21.2,0.0
2021-07-09,2.8,-0.0,20.4,20.6,0.0
2021-07-10,2.8,-0.0,17.0,20.6,0.0
2021-07-11,2.8,-0.0,17.0,20.8,0.0
2021-07-12,2.8,-0.0,20.8,21.8,0.0
2021-07-13,2.8,-0.0,17.3,21.8,0.0
2021-07-14,2.5,-0.0,17.3,18.0,0.0
2021-07-15,1.1,-0.0,18.0,20.7,0.0
2021-07-16,-0.0,-0.0,20.0,20.7,0.0
2021-07-17,-0.0,-0.0,20.0,21.5,0.0
2021-07-18,-0.0,-0.0,15.9,21.5,0.0
2021-07-19,0.6,-0.0,15.9,17.6,0.0
2021-07-20,0.6,-0.0,13.7,17.6,0.0
2021-07-21,3.2,-0.0,12.2,13.7,0.0
2021-07-22,3.2,-0.0,11.0,12.2,0.0
2021-07-23,3.2,-0.0,11.0,11.5,0.0
2021-07-24,3.2,-0.0,11.5,12.5,0.0
2021-07-25,3.2,-0.0,11.3,12.5,0.0
2021-07-26,2.6,-0.0,11.3,13.3,0.0
2021-07-27,2.6,-0.0,13.3,16.1,0.0
2021-07-28,17.0,-0.0,16.1,17.9,0.0
2021-07-29,28.0,-0.0,17.9,18.5,0.0
2021-07-30,28.0,-0.0,18.5,18.6,0.0
2021-07-31,38.0,-0.0,14.1,18.6,0.0
2021-08-01,41.3,-0.0,13.4,14.1,0.0
2021-08-02,41.3,-0.0,13.4,15.3,0.0
2021-08-03,41.5,-0.0,15.2,15.3,0.0
2021-08-04,24.7,-0.0,14.4,15.2,0.0
2021-08-05,13.7,-0.0,9.1,14.4,0.0
2021-08-06,13.7,-0.0,8.0,9.1,0.0
2021-08-07,3.7,-0.0,8.0,10.3,0.0
2021-08-08,13.4,-0.0,10.3,14.3,0.0
2021-08-09,17.4,-0.0,14.3,15.8,0.0
2021-08-10,18.0,-0.0,15.1,15.8,0.0
2021-08-11,17.8,-0.0,15.1,15.4,0.0
2021-08-12,17.8,-0.0,12.6,15.4,0.0
2021-08-13,17.8,-0.0,12.6,15.4,0.0
2021-08-14,22.6,-0.0,13.2,15.4,0.0
2021-08-15,14.8,-0.0,13.2,16.3,0.0
2021-08-16,11.0,-0.0,12.8,16.3,0.0
2021-08-17,24.7,-0.0,12.8,13.1,0.0
2021-08-18,32.6,-0.0,13.1,15.4,0.0
2021-08-19,45.0,-0.0,14.1,15.4,0.0
2021-08-20,57.0,-0.0,12.9,14.1,0.0
2021-08-21,52.2,-0.0,12.9,13.6,0.0
2021-08-22,58.7,-0.0,12.0,13.6,0.0
2021-08-23,58.5,-0.0,10.9,12.0,0.0
2021-08-24,44.0,-0.0,10.9,11.0,0.0
2021-08-25,45.7,-0.0,8.8,11.0,0.0
2021-08-26,63.8,-0.0,8.8,10.7,0.0
2021-08-27,57.2,-0.0,10.7,12.1,0.0
2021-08-28,57.2,-0.0,12.1,12.2,0.0
2021-08-29,45.5,-0.0,12.2,13.3,0.0
2021-08-30,45.5,-0.0,12.5,13.3,0.0
2021-08-31,45.5,-0.0,11.6,12.5,0.0
2021-09-01,35.9,-0.0,8.8,11.6,0.0
2021-09-02,5.4,-0.0,8.8,9.7,0.0
2021-09-03,1.3,-0.0,6.3,9.7,0.0
2021-09-04,2.7,-0.0,6.3,6.7,0.0
2021-09-05,2.7,-0.0,5.2,6.7,0.0
2021-09-06,2.8,-0.0,2.8,5.2,0.0
2021-09-07,2.8,-0.0,2.8,9.5,0.0
2021-09-08,2.9,-0.0,5.3,9.5,0.0
2021-09-09,2.9,-0.0,5.3,12.3,0.0
2021-09-10,1.6,-0.0,12.2,12.3,0.0
2021-09-11,0.2,-0.0,10.3,12.2,0.0
2021-09-12,2.6,-0.0,10.3,12.4,0.0
2021-09-13,16.1,-0.0,12.4,12.5,0.0
2021-09-14,16.6,-0.0,9.3,12.5,0.0
2021-09-15,16.5,-0.0,7.5,9.3,0.0
2021-09-16,16.5,-0.0,4.3,7.5,0.0
2021-09-17,16.5,-0.0,4.3,6.8,0.0
2021-09-18,16.9,-0.0,6.2,6.8,0.0
2021-09-19,14.8,-0.0,6.2,6.5,0.0
2021-09-20,1.2,-0.0,6.5,7.5,0.0
2021-09-21,0.7,-0.0,6.4,7.5,0.0
2021-09-22,0.7,-0.0,4.5,6.4,0.0
2021-09-23,0.7,-0.0,0.8,4.5,0.0
2021-09-24,17.8,-0.0,0.8,3.9,0.0
2021-09-25,22.0,-0.0,3.9,7.7,0.0
2021-09-26,21.7,-0.0,7.7,7.7,0.0
2021-09-27,21.7,-0.0,6.8,7.7,0.0
2021-09-28,21.7,-0.0,3.4,6.8,0.0
2021-09-29,21.7,-0.0,3.4,4.4,0.0
2021-09-30,21.7,-0.0,4.4,7.9,0.0
2021-10-01,5.6,-0.0,7.9,9.4,0.0
2021-10-02,1.3,-0.0,8.1,9.4,0.0
2021-10-03,1.3,-0.0,8.1,9.4,0.0
2021-10-04,1.3,-0.0,8.8,9.4,0.0
2021-10-05,1.3,-0.0,8.8,8.9,0.0
2021-10-06,6.6,-0.0,8.9,9.6,0.0
2021-10-07,6.6,-0.0,9.6,10.3,0.0
2021-10-08,6.1,-0.0,9.8,10.3,0.0
2021-10-09,6.0,-0.0,9.8,10.5,0.0
2021-10-10,6.5,-0.0,10.5,10.9,0.0
2021-10-11,7.2,-0.0,10.4,10.9,0.0
2021-10-12,22.2,-0.0,8.4,10.4,0.0
2021-10-13,20.7,-0.0,6.9,8.4,0.0
2021-10-14,20.7,-0.0,4.6,6.9,0.0
2021-10-15,20.4,-0.0,1.5,4.6,0.0
2021-10-16,25.2,-0.0,1.5,7.6,0.0
2021-10-17,25.0,-0.0,3.1,7.6,0.0
2021-10-18,24.3,-0.0,2.9,3.1,0.0
2021-10-19,9.3,-0.0,2.1,2.9,0.0
2021-10-20,7.6,-0.0,-2.1,2.1,0.0
2021-10-21,28.2,-0.0,-2.1,4.5,0.14
2021-10-22,40.0,-0.0,4.5,9.2,0.14
2021-10-23,38.5,-0.0,4.6,9.2,0.14
2021-10-24,38.4,-0.0,0.6,4.6,0.14
2021-10-25,40.9,-0.0,-3.5,0.6,0.14
2021-10-26,40.9,-0.0,-3.5,5.8,0.29
2021-10-27,40.9,-0.0,5.8,6.1,0.29
2021-10-28,27.8,-0.0,6.1,6.2,0.14
2021-10-29,17.6,-0.0,4.3,6.2,0.14
2021-10-30,14.1,-0.0,4.3,8.3,0.14
2021-10-31,13.9,-0.0,7.3,8.3,0.14
2021-11-01,11.4,-0.0,7.1,7.3,0.14
2021-11-02,11.4,-0.0,7.1,7.2,0.0
2021-11-03,9.3,-0.0,6.0,7.2,0.0
2021-11-04,7.7,-0.0,6.0,6.4,0.0
2021-11-05,12.5,-0.0,6.4,7.0,0.0
2021-11-06,22.3,-0.0,5.1,7.0,0.0
2021-11-07,22.9,-0.0,2.3,5.1,0.0
2021-11-08,26.4,-0.0,1.3,2.3,0.0
2021-11-09,26.4,-0.0,-1.5,1.3,0.0
2021-11-10,31.5,-0.0,-5.7,-1.5,0.14
2021-11-11,28.1,-0.0,-5.7,4.1,0.29
2021-11-12,21.5,-0.0,2.9,4.1,0.29
2021-11-13,11.7,-0.0,2.9,4.4,0.29
2021-11-14,11.1,-0.0,-1.1,4.4,0.29
2021-11-15,7.6,-0.0,-2.1,-1.1,0.43
2021-11-16,7.6,-0.0,-3.6,-2.1,0.57
2021-11-17,3.4,-0.0,-3.6,3.6,0.57
2021-11-18,4.2,-0.0,3.6,4.8,0.43
2021-11-19,6.9,-0.0,1.6,4.8,0.43
2021-11-20,9.0,-0.0,0.2,1.6,0.43
2021-11-21,9.0,-0.0,0.2,1.3,0.43
2021-11-22,9.0,-0.0,-1.5,1.3,0.29
2021-11-23,10.2,-0.0,-5.4,-1.5,0.29
2021-11-24,9.7,-0.0,-5.4,-1.6,0.29
2021-11-25,8.0,-0.0,-2.0,-1.6,0.43
2021-11-26,8.5,-0.0,-2.0,-0.2,0.57
2021-11-27,6.4,-0.0,-4.5,-0.2,0.71
2021-11-28,6.4,-0.0,-8.2,-4.5,0.86
2021-11-29,6.4,-0.0,-8.2,-7.3,1.0
2021-11-30,5.9,0.57,-7.3,-6.5,1.0
2021-12-01,5.6,0.95,-9.8,-6.5,1.0
2021-12-02,4.0,0.9,-10.4,-9.8,1.0
2021-12-03,0.8,0.81,-11.3,-10.4,1.0
2021-12-04,1.1,0.67,-12.0,-11.3,1.0
2021-12-05,1.1,0.48,-12.3,-12.0,1.0
2021-12-06,1.1,0.24,-16.8,-12.3,1.0
2021-12-07,0.4,0.14,-16.9,-16.8,1.0
2021-12-08,0.3,-0.0,-16.9,-16.0,1.0
2021-12-09,0.3,-0.0,-18.0,-16.0,1.0
2021-12-10,0.3,-0.0,-18.0,-14.5,1.0
2021-12-11,3.2,-0.0,-14.5,-4.8,1.0
2021-12-12,8.0,-0.0,-4.8,-1.0,1.0
2021-12-13,8.1,-0.0,-1.0,0.6,1.0
2021-12-14,10.2,-0.0,0.0,0.6,0.86
2021-12-15,17.2,-0.0,0.0,1.6,0.71
2021-12-16,17.7,0.14,0.0,1.6,0.57
2021-12-17,17.7,0.24,0.0,2.1,0.43
2021-12-18,15.6,0.29,-0.3,2.1,0.29
2021-12-19,11.5,0.29,-1.0,-0.3,0.29
2021-12-20,11.5,0.24,-1.6,-1.0,0.29
2021-12-21,9.4,0.14,-10.3,-1.6,0.43
2021-12-22,2.4,-0.0,-12.9,-10.3,0.57
2021-12-23,2.5,0.32,-13.3,-12.9,0.71
2021-12-24,6.1,2.32,-13.3,-11.6,0.86
2021-12-25,5.0,7.49,-13.5,-11.6,1.0
2021-12-26,4.3,8.08,-16.1,-13.5,1.0
2021-12-27,4.2,7.49,-16.9,-16.1,1.0
2021-12-28,4.2,5.7,-16.9,-15.1,1.0
2021-12-29,4.2,2.73,-16.9,-15.1,1.0
2021-12-30,7.6,0.81,-16.9,-5.2,1.0
2021-12-31,9.3,1.57,-5.2,-3.6,1.0
2022-01-01,9.6,3.0,-3.6,-1.9,1.0
2022-01-02,9.6,3.95,-9.4,-1.9,1.0
2022-01-03,14.2,4.14,-11.1,-9.4,1.0
2022-01-04,17.9,7.57,-11.1,-3.2,1.0
2022-01-05,22.8,7.95,-3.2,-1.7,1.0
2022-01-06,29.2,5.29,-1.7,-1.4,1.0
2022-01-07,23.9,32.0,-9.1,-1.4,1.0
2022-01-08,23.6,38.81,-10.2,-9.1,1.0
2022-01-09,27.5,35.95,-12.9,-10.2,1.0
2022-01-10,22.9,28.62,-12.9,-5.5,1.0
2022-01-11,19.2,22.9,-14.4,-5.5,1.0
2022-01-12,14.7,14.62,-18.3,-14.4,1.0
