,rainfall_mm,snow_depth_cm,air_temp,max_temp,min_temp,min_ground_temp
491,22.5,-1.0,1.1,3.5,0.3,0.0
492,0.4,3.0,2.2,3.2,0.5,0.0
493,0.2,1.0,2.1,3.9,0.2,-3.8
494,0.9,-1.0,2.0,3.6,1.7,1.4
495,1.0,-1.0,1.9,3.7,-0.3,-2.5
496,2.2,-1.0,2.3,5.3,0.3,0.9
497,0.1,-1.0,2.5,4.8,0.6,0.0
498,-1.0,-1.0,4.4,8.9,-1.2,-5.2
499,0.4,-1.0,4.4,7.7,2.4,1.7
500,-1.0,-1.0,6.4,9.1,3.6,-1.0
501,-1.0,-1.0,7.0,11.0,3.3,1.6
502,-1.0,-1.0,6.4,9.8,2.9,1.6
503,-1.0,-1.0,7.9,13.8,3.2,0.4
504,0.4,-1.0,6.0,11.5,3.9,1.1
505,-1.0,-1.0,5.9,9.2,2.4,0.9
506,-1.0,-1.0,3.2,6.3,1.1,-0.1
507,0.1,-1.0,3.9,9.6,-1.3,-3.8
508,0.8,-1.0,3.8,8.0,1.4,-0.4
509,0.9,-1.0,4.0,6.9,1.1,-0.2
510,-1.0,-1.0,4.3,6.3,2.5,-0.2
511,-1.0,-1.0,6.0,10.9,0.2,-2.1
512,-1.0,-1.0,7.7,12.7,3.6,2.1
513,-1.0,-1.0,8.5,12.6,3.4,0.5
514,0.5,-1.0,8.5,12.6,4.4,1.1
515,-1.0,-1.0,7.2,11.5,4.0,3.3
516,-1.0,-1.0,5.6,10.7,1.5,0.0
517,1.7,-1.0,6.4,11.2,-0.2,-2.7
518,7.1,-1.0,5.6,8.1,4.1,3.8
519,11.2,-1.0,5.8,8.4,2.9,3.1
520,1.3,-1.0,9.8,14.4,6.8,6.5
521,24.0,-1.0,5.4,9.2,1.7,4.9
522,-1.0,-1.0,4.9,9.6,1.5,1.0
523,0.2,-1.0,8.5,11.4,4.5,2.8
524,13.5,-1.0,5.6,9.6,4.0,5.2
525,0.1,-1.0,7.4,13.0,2.8,0.2
526,-1.0,-1.0,7.1,11.4,0.5,-3.1
527,0.1,-1.0,7.7,8.8,6.4,4.3
528,1.6,-1.0,9.8,13.7,7.1,4.5
529,0.1,-1.0,9.3,12.7,7.2,5.2
530,-1.0,-1.0,8.0,12.5,5.3,6.4
531,-1.0,-1.0,8.7,12.8,5.3,4.1
532,-1.0,-1.0,8.4,12.5,2.9,-3.6
533,-1.0,-1.0,8.9,13.2,5.9,0.5
534,6.4,-1.0,10.0,14.4,6.2,5.1
535,2.1,-1.0,7.9,10.8,6.5,7.3
536,0.1,-1.0,10.1,15.1,6.8,6.1
537,-1.0,-1.0,6.6,10.5,2.8,-0.1
538,-1.0,-1.0,8.6,13.8,0.8,-3.1
539,0.2,-1.0,9.6,14.0,5.2,-0.4
540,0.9,-1.0,7.4,10.8,4.2,0.8
541,0.1,-1.0,10.3,14.7,5.5,2.9
542,3.1,-1.0,11.2,15.6,8.5,4.1
543,2.8,-1.0,10.0,14.1,8.3,6.7
544,-1.0,-1.0,11.6,16.9,5.9,1.2
545,1.0,-1.0,9.8,13.5,7.4,7.0
546,0.3,-1.0,10.0,15.3,6.1,3.8
547,-1.0,-1.0,10.1,16.3,7.0,3.4
548,0.6,-1.0,12.3,17.5,6.1,2.2
549,-1.0,-1.0,13.1,17.3,10.1,9.6
550,-1.0,-1.0,13.1,17.8,7.7,5.7
551,1.2,-1.0,10.8,14.4,8.1,2.0
552,0.4,-1.0,11.9,14.6,7.0,0.9
553,0.0,-1.0,11.0,15.0,8.9,7.9
554,1.9,-1.0,12.0,17.5,8.3,5.6
555,0.9,-1.0,12.9,17.3,9.6,9.0
556,1.7,-1.0,12.7,15.4,11.0,10.4
557,-1.0,-1.0,13.3,17.1,9.4,8.1
558,-1.0,-1.0,13.6,18.8,8.4,6.0
559,0.1,-1.0,13.3,15.8,6.7,8.2
560,-1.0,-1.0,13.4,17.0,11.8,10.4
561,5.2,-1.0,11.7,16.0,8.6,9.975
562,-1.0,-1.0,12.6,17.8,6.7,9.55
563,-1.0,-1.0,12.4,16.6,7.4,9.125
564,0.6,-1.0,13.8,18.0,10.1,8.7
565,-1.0,-1.0,14.1,19.9,10.1,7.2
566,0.3,-1.0,15.8,21.9,9.5,5.0
567,11.0,-1.0,12.5,17.8,11.0,7.9
568,0.7,-1.0,11.9,15.3,9.6,8.9
569,0.0,-1.0,11.5,14.9,7.9,6.7
570,1.4,-1.0,11.9,16.5,7.3,4.9
571,19.4,-1.0,10.8,13.0,9.7,6.3
572,-1.0,-1.0,13.2,16.3,11.0,9.8
573,1.6,-1.0,12.9,16.5,9.9,5.9
574,2.6,-1.0,13.6,18.1,8.8,6.6
575,-1.0,-1.0,14.1,17.3,12.0,8.1
576,16.3,-1.0,15.0,19.6,10.0,6.3
577,6.6,-1.0,13.6,17.6,12.1,12.5
578,0.1,-1.0,13.4,14.7,12.4,11.9
579,0.0,-1.0,13.5,17.6,10.9,9.6
580,1.8,-1.0,14.7,19.1,11.5,9.6
581,-1.0,-1.0,15.9,20.6,10.6,8.5
582,-1.0,-1.0,17.1,22.8,12.1,10.0
583,3.7,-1.0,15.8,19.6,12.3,9.1
584,-1.0,-1.0,17.8,22.7,13.4,11.8
585,-1.0,-1.0,18.9,23.8,11.5,7.5
586,-1.0,-1.0,21.8,27.2,16.0,13.9
587,-1.0,-1.0,21.6,27.8,15.8,14.8
588,-1.0,-1.0,19.3,24.2,13.8,10.4
589,4.0,-1.0,15.4,20.3,14.1,12.0
590,0.0,-1.0,15.2,17.9,12.6,12.5
591,3.0,-1.0,15.3,18.3,13.2,11.8
592,0.0,-1.0,15.9,19.9,14.1,13.6
593,0.2,-1.0,14.5,17.7,12.0,8.8
594,-1.0,-1.0,17.0,21.2,12.4,9.6
595,4.6,-1.0,13.5,18.9,11.5,10.5
596,0.7,-1.0,14.1,17.3,10.4,7.4
597,-1.0,-1.0,14.6,19.4,9.9,6.4
598,-1.0,-1.0,17.8,23.1,11.2,7.4
599,5.0,-1.0,16.1,20.7,12.6,7.7
600,0.7,-1.0,15.6,19.8,12.1,12.0
601,8.0,-1.0,15.5,19.9,11.9,7.7
602,0.6,-1.0,15.5,18.9,12.0,11.7
603,2.8,-1.0,15.9,20.5,12.8,9.6
604,5.5,-1.0,16.9,22.1,11.1,8.4
605,-1.0,-1.0,15.6,19.2,12.6,12.3
606,0.4,-1.0,15.4,19.8,13.2,9.5
607,-1.0,-1.0,16.7,19.8,13.5,11.9
608,0.5,-1.0,17.0,21.1,12.8,11.5
609,3.3,-1.0,16.5,20.4,14.7,14.6
610,-1.0,-1.0,15.9,19.0,14.2,13.5
611,-1.0,-1.0,15.2,20.2,9.5,5.1
612,0.2,-1.0,16.0,20.9,9.7,6.0
613,24.1,-1.0,15.3,18.4,13.6,13.7
614,5.8,-1.0,14.6,19.0,12.1,10.5
615,-1.0,-1.0,15.4,21.2,10.6,8.5
616,-1.0,-1.0,16.1,19.8,11.0,8.7
617,-1.0,-1.0,17.3,21.9,13.5,11.5
618,-1.0,-1.0,16.7,21.5,11.4,9.1
619,20.0,-1.0,17.8,21.3,11.2,6.9
620,-1.0,-1.0,18.6,23.0,15.3,15.1
621,0.9,-1.0,19.0,23.5,13.7,9.7
622,-1.0,-1.0,19.6,24.0,15.3,10.6
623,-1.0,-1.0,19.6,25.1,14.8,12.5
624,-1.0,-1.0,19.3,24.4,13.5,9.7
625,-1.0,-1.0,19.9,24.0,14.1,9.6
626,0.3,-1.0,19.9,24.9,15.9,13.1
627,-1.0,-1.0,16.9,21.2,13.4,11.8
628,-1.0,-1.0,16.3,21.4,9.2,6.9
629,-1.0,-1.0,16.9,22.0,11.6,8.2
630,-1.0,-1.0,15.8,21.1,10.3,7.2
631,-1.0,-1.0,15.3,20.5,9.2,5.8
632,-1.0,-1.0,15.6,21.6,9.1,6.0
633,-1.0,-1.0,15.1,19.7,9.3,4.0
634,-1.0,-1.0,17.0,22.9,10.1,5.0
635,-1.0,-1.0,17.5,22.7,11.1,6.1
636,-1.0,-1.0,18.1,24.3,10.9,6.7
637,-1.0,-1.0,18.5,25.1,11.8,8.0
638,-1.0,-1.0,19.0,23.0,13.1,8.5
639,-1.0,-1.0,19.9,23.6,15.4,9.9
640,2.4,-1.0,18.3,21.2,16.6,17.6
641,5.9,-1.0,18.0,21.8,13.5,8.8
642,11.9,-1.0,16.6,19.5,15.7,16.2
643,-1.0,-1.0,16.7,22.0,12.4,10.5
644,3.0,-1.0,14.4,20.5,10.0,5.3
645,0.0,-1.0,15.3,20.3,8.8,4.8
646,-1.0,-1.0,15.3,18.4,12.0,7.9
647,12.9,-1.0,13.5,16.1,11.6,9.3
648,4.6,-1.0,13.6,15.4,11.3,11.0
649,2.1,-1.0,14.8,19.2,9.6,5.1
650,8.2,-1.0,13.3,17.3,12.0,8.6
651,0.0,-1.0,13.4,16.8,9.2,5.5
652,4.1,-1.0,11.6,14.2,10.1,7.9
653,-1.0,-1.0,12.3,16.9,8.2,6.7
654,-1.0,-1.0,11.4,16.2,7.3,4.9
655,-1.0,-1.0,13.5,20.0,7.6,3.9
656,-1.0,-1.0,13.1,17.4,8.4,4.6
657,-1.0,-1.0,14.9,18.1,10.2,4.2
658,0.0,-1.0,14.7,17.6,12.9,7.2
659,-1.0,-1.0,14.0,16.5,8.5,2.9
660,10.1,-1.0,14.4,16.9,12.7,8.1
661,2.4,-1.0,14.3,15.5,13.5,13.1
662,0.2,-1.0,15.5,16.4,13.9,13.0
663,6.1,-1.0,16.2,17.9,14.6,14.3
664,0.4,-1.0,14.6,17.3,13.0,13.0
665,2.1,-1.0,13.8,17.5,11.2,5.5
666,4.4,-1.0,12.3,13.9,11.1,6.4
667,0.3,-1.0,13.3,16.9,11.2,10.9
668,-1.0,-1.0,13.7,15.1,12.5,10.4
669,0.6,-1.0,14.0,18.0,10.5,5.5
670,2.2,-1.0,14.0,16.6,11.9,6.0
671,1.1,-1.0,12.2,17.1,9.6,4.6
672,-1.0,-1.0,10.1,14.9,5.7,2.8
673,0.0,-1.0,10.6,13.6,8.4,5.5
674,-1.0,-1.0,9.2,13.9,5.6,3.4
675,-1.0,-1.0,12.7,16.8,8.6,4.3
676,1.2,-1.0,12.3,17.0,8.3,4.3
677,-1.0,-1.0,13.5,17.7,10.9,8.1
678,-1.0,-1.0,10.3,14.8,7.0,4.2
679,-1.0,-1.0,11.2,15.6,6.0,0.8
680,0.0,-1.0,6.1,11.9,4.3,-0.5
681,-1.0,-1.0,3.0,7.6,-1.0,-3.4
682,-1.0,-1.0,2.6,8.1,-1.6,-5.6
683,-1.0,-1.0,1.7,6.3,-2.4,-6.2
684,-1.0,-1.0,1.8,6.1,-2.6,-7.2
685,-1.0,-1.0,3.0,5.3,2.0,0.1
686,-1.0,-1.0,3.0,9.3,-2.4,-7.4
687,-1.0,-1.0,5.7,11.9,1.2,-4.8
688,-1.0,-1.0,5.5,11.1,1.5,-4.2
689,0.0,-1.0,7.7,13.2,4.6,-2.8
690,-1.0,-1.0,6.6,11.9,2.8,-2.7
691,-1.0,-1.0,6.5,11.0,4.7,-1.3
692,-1.0,-1.0,4.8,10.2,-0.7,-6.4
693,-1.0,-1.0,6.8,11.1,5.0,0.3
694,-1.0,-1.0,6.8,10.1,3.6,-0.5
695,-1.0,-1.0,5.8,7.5,3.7,-1.2
696,-1.0,-1.0,8.0,9.0,6.5,4.4
697,7.1,-1.0,8.5,9.3,6.8,5.5
698,2.1,-1.0,10.1,11.8,8.8,8.6
699,-1.0,-1.0,7.3,10.9,4.7,1.7
700,6.9,-1.0,9.2,10.4,4.6,-1.7
701,-1.0,-1.0,6.4,9.7,5.0,3.8
702,-1.0,-1.0,4.3,8.5,1.3,-0.1
703,-1.0,0.0,0.3,5.2,-3.8,-8.6
704,-1.0,0.0,3.8,7.8,-1.1,-6.6
705,-1.0,-1.0,1.6,5.0,-0.6,-6.0
706,-1.0,-1.0,6.7,9.2,-0.8,-6.2
707,-1.0,-1.0,9.6,10.8,8.8,8.7
708,-1.0,-1.0,9.0,11.9,7.4,6.5
709,-1.0,-1.0,9.5,13.8,7.1,5.3
710,-1.0,-1.0,8.2,10.3,6.3,7.6
711,0.2,-1.0,3.3,7.9,0.9,-4.4
712,-1.0,-1.0,5.9,7.8,0.0,-4.9
713,8.6,-1.0,7.2,7.8,6.4,7.0
714,6.5,-1.0,7.7,9.0,6.9,6.7
715,6.8,-1.0,6.5,7.9,4.5,4.3
716,0.0,-1.0,6.3,7.8,5.4,1.7
717,0.6,-1.0,5.2,6.6,3.9,2.7
718,2.6,-1.0,4.3,7.1,0.8,-3.8
719,3.8,-1.0,4.7,7.1,2.4,2.6
720,0.3,-1.0,7.3,9.0,6.6,6.2
721,7.1,-1.0,5.2,7.0,4.3,-0.6
722,7.5,-1.0,5.9,6.3,4.9,4.3
723,3.5,-1.0,6.2,7.7,5.4,4.4
724,2.1,-1.0,5.4,6.9,3.7,0.9
725,10.5,-1.0,4.5,5.7,3.0,2.0
726,0.9,-1.0,2.8,4.9,1.6,3.3
727,0.6,-1.0,1.1,2.1,0.5,0.2
728,0.0,-1.0,-0.2,0.8,-0.7,-0.5
729,0.2,-1.0,-1.6,-0.3,-3.3,-2.8
730,1.6,-1.0,2.0,4.4,-5.0,-9.5
731,-1.0,-1.0,4.7,5.7,4.0,3.6
732,1.7,-1.0,2.7,4.4,1.2,1.8
733,2.0,-1.0,6.9,7.5,3.4,1.7
734,1.8,-1.0,5.7,7.8,3.8,5.9
735,2.5,-1.0,4.4,5.6,3.1,3.6
736,1.2,-1.0,4.5,5.5,3.0,2.4
737,-1.0,-1.0,2.4,4.2,1.6,1.5
738,2.3,-1.0,0.6,2.7,-2.0,-0.5
739,1.1,-1.0,4.5,7.3,-1.9,-7.2
740,10.0,-1.0,4.5,7.4,-0.7,-3.1
741,5.2,-1.0,5.7,8.0,2.3,2.5
742,8.8,-1.0,8.2,9.3,7.8,7.3
743,-1.0,-1.0,5.3,8.6,4.1,4.1
744,0.6,-1.0,3.1,5.1,1.3,0.6
745,2.8,-1.0,6.2,7.4,5.1,4.5
746,1.6,-1.0,6.2,7.6,3.5,2.0
747,-1.0,-1.0,5.1,7.8,2.3,4.5
748,1.5,-1.0,2.7,3.9,-0.2,-4.9
749,4.2,-1.0,1.0,4.0,0.2,-0.4
750,-1.0,2.0,-0.5,1.2,-3.3,-0.1
751,-1.0,1.4,-0.1,1.5,-3.5,-5.4
752,0.1,0.8,1.4,2.6,-1.0,-2.2
753,12.4,0.20000000000000018,1.8,3.2,0.4,-0.4
754,3.8,-0.3999999999999999,4.5,7.2,1.8,1.5
755,2.3,-1.0,5.3,7.6,2.7,1.4
756,0.6,-1.0,7.9,10.3,1.6,1.3
757,0.0,-1.0,7.8,8.6,7.1,1.2
758,1.6,-1.0,5.4,7.4,3.5,1.1
759,-1.0,-1.0,5.3,7.7,2.5,1.0
760,1.8,-1.0,4.9,6.1,3.2,3.7
761,3.7,-1.0,5.7,6.9,4.8,5.0
762,0.6,-1.0,0.9,5.7,-3.3,1.9
763,-1.0,-1.0,-4.8,-2.3,-6.4,-7.7
764,-1.0,-1.0,-5.1,-1.8,-7.8,-12.4
765,-1.0,-1.0,-5.9,-3.4,-7.8,-11.5
766,-1.0,0.0,-1.7,0.8,-7.4,-12.6
767,-1.0,0.0,-1.2,1.1,-3.9,-0.3
768,-1.0,0.0,-4.8,-3.3,-5.8,-4.9
769,-1.0,0.0,-7.5,-5.8,-8.1,-7.8
770,2.4,0.0,-9.2,-8.0,-11.0,-11.0
771,0.0,4.0,-11.7,-5.4,-14.1,-14.4
772,0.6,3.0,-18.2,-13.7,-20.1,-20.1
773,-1.0,4.0,-21.0,-16.9,-22.1,-21.2
774,-1.0,4.0,-23.4,-21.4,-24.6,-25.3
775,0.5,4.0,-17.8,-10.6,-25.3,-28.7
776,0.6,5.0,-11.4,-9.6,-12.6,-11.9
777,0.7,9.0,-12.3,-11.5,-14.0,-11.0
778,7.9,10.0,-6.7,-5.9,-11.6,-10.1
779,3.6,18.0,-7.7,-5.0,-9.2,-9.2
780,2.1,25.0,-10.4,-8.0,-11.2,-10.0
781,0.2,22.0,-13.1,-11.1,-13.7,-15.9
782,0.3,19.0,-10.8,-6.8,-17.0,-20.1
783,0.3,18.0,-13.8,-9.4,-16.5,-25.4
784,1.1,17.0,-11.4,-7.8,-15.6,-23.4
785,2.2,20.0,-13.7,-12.0,-17.2,-25.1
786,0.0,20.0,-12.5,-10.8,-13.6,-12.8
787,0.2,19.0,-16.7,-13.5,-18.4,-16.2
788,0.2,18.0,-16.6,-12.4,-20.6,-24.7
789,-1.0,19.0,-18.1,-13.8,-23.5,-28.4
790,1.7,19.0,-3.6,-1.8,-13.8,-13.5
791,8.4,21.0,-2.3,-1.2,-3.0,-3.0
792,5.0,32.0,-2.3,-0.6,-3.4,-3.1
793,7.8,32.0,0.7,2.6,-3.2,-3.2
794,6.5,26.0,1.8,2.8,0.6,0.0
795,3.4,15.0,2.0,3.6,0.8,1.1
796,2.2,10.0,1.0,2.5,-0.7,-1.5
797,0.1,7.0,3.3,4.4,1.5,0.9
798,-1.0,4.0,1.2,3.3,0.0,-1.9
799,6.7,4.0,0.4,1.3,-1.6,-0.5
800,4.5,10.0,1.0,2.4,-0.2,-0.2
801,1.3,11.0,-1.8,1.5,-4.3,-2.0
802,0.2,12.0,-1.4,0.7,-3.9,-6.5
803,-1.0,12.0,-2.6,0.1,-4.9,-3.8
804,5.9,11.0,-2.5,0.6,-8.3,-14.3
805,0.1,9.0,2.1,2.6,0.6,0.1
806,6.9,5.0,1.8,2.8,0.4,0.5
807,3.2,3.0,3.1,4.1,1.9,1.4
808,15.9,-1.0,3.1,3.8,1.9,1.3
809,11.9,-1.0,2.4,4.0,1.9,2.3
810,3.8,0.0,0.6,2.4,0.2,0.0
811,6.2,3.0,0.7,1.3,0.1,-1.1
812,3.1,7.0,0.5,1.4,0.1,0.0
813,-1.0,6.0,0.2,2.3,-0.7,0.0
814,-1.0,5.0,-2.8,0.9,-6.0,-7.6
815,-1.0,5.0,-0.3,2.7,-4.7,-6.3
816,2.6,5.0,-0.2,1.0,-1.6,-2.9
817,3.0,6.0,0.5,1.0,0.2,-0.3
818,8.3,8.0,0.1,0.6,-0.2,-0.2
819,5.2,15.0,0.3,0.8,-0.2,-1.5999999999999999
820,0.4,16.0,0.2,1.5,-0.8,-3.0
821,-1.0,16.0,-0.8,1.1,-1.8,-3.2
822,-1.0,16.0,0.5,1.6,-3.0,-10.9
823,0.9,15.0,1.3,1.8,0.5,-2.0
824,0.7,13.0,-0.9,1.5,-2.7,0.0
825,-1.0,14.0,-2.9,0.4,-6.3,-8.0
826,-1.0,14.0,0.5,3.7,-1.4,-3.0
827,-1.0,14.0,-3.4,0.4,-8.3,-10.0
828,-1.0,14.0,-1.7,0.9,-3.9,-6.0
829,-1.0,14.0,-4.0,-0.7,-7.0,-8.6
830,-1.0,14.0,-2.4,-1.7,-3.7,-3.8
831,-1.0,14.0,-0.1,1.0,-1.8,-1.8
832,0.3,14.0,0.1,1.0,-0.6,-0.6
833,1.4,14.0,0.5,0.7,0.3,0.0
834,3.8,14.0,1.1,2.5,0.2,-0.2
835,3.2,14.0,1.2,3.0,0.7,-0.6
836,-1.0,14.0,1.1,2.4,0.2,0.0
837,-1.0,12.0,0.6,1.6,-0.2,-0.9
838,-1.0,12.0,-0.3,2.8,-1.4,-1.1
839,-1.0,11.0,0.3,6.2,-4.2,-7.3
840,-1.0,11.0,-0.3,3.7,-3.1,-4.6
841,-1.0,11.0,2.3,6.1,-0.9,-0.4
842,-1.0,9.0,2.0,4.1,0.7,-1.5
843,-1.0,8.0,4.3,9.1,0.7,-0.2
844,4.2,6.0,3.7,8.5,0.8,-0.5
845,0.3,8.0,-2.6,3.7,-4.1,-5.25
846,-1.0,7.0,-3.8,0.5,-8.4,-10.0
847,0.1,6.0,-2.7,2.5,-7.9,-9.8
848,0.0,6.0,-1.6,1.4,-2.8,-5.5
849,-1.0,6.0,-3.2,1.1,-8.4,-9.2
850,-1.0,7.0,0.0,2.7,-2.8,-6.4
851,-1.0,7.0,0.6,2.1,-1.2,-3.4
852,-1.0,5.0,1.8,2.9,0.7,0.4
853,-1.0,3.0,2.3,3.3,1.5,0.9
854,-1.0,-1.0,3.1,8.2,0.8,0.8
855,-1.0,-1.0,5.7,11.3,1.5,-0.9
856,0.0,-1.0,6.1,10.7,2.4,-1.8
857,0.0,-1.0,4.0,8.0,2.1,-0.3
858,-1.0,-1.0,2.0,8.3,-1.8,-1.6
859,-1.0,-1.0,3.2,7.7,0.3,-0.8
860,3.8,-1.0,4.3,10.5,-1.4,-2.7
861,0.8,-1.0,3.3,4.9,2.2,0.8
862,-1.0,-1.0,2.2,7.0,-1.4,-5.9
863,0.8,-1.0,3.3,5.2,0.4,-2.1
864,5.0,-1.0,6.8,12.1,3.2,2.9
865,0.5,-1.0,5.8,10.9,4.2,3.9
866,0.2,-1.0,5.4,10.0,3.1,2.1
867,0.3,-1.0,3.6,5.4,2.3,1.6
868,-1.0,-1.0,4.8,10.4,-0.6,-0.5
869,-1.0,-1.0,6.1,10.7,2.0,-1.1
870,-1.0,-1.0,5.4,10.9,0.1,-4.8
871,-1.0,-1.0,7.0,12.6,0.1,-4.7
872,-1.0,-1.0,3.3,7.2,0.4,-0.2
873,-1.0,-1.0,3.5,7.3,-0.1,-1.5
874,0.6,-1.0,7.5,13.7,2.3,-0.1
875,3.6,-1.0,6.9,8.9,6.2,4.3
876,2.6,-1.0,5.5,8.0,3.2,0.0
877,-1.0,-1.0,5.7,9.0,4.6,4.4
878,1.6,-1.0,4.6,8.7,2.0,-2.1
879,-1.0,-1.0,4.9,11.3,1.6,1.7
880,5.2,-1.0,3.2,8.8,-0.2,-5.1
881,1.1,-1.0,2.5,6.6,-0.3,-2.6
882,16.3,-1.0,3.2,7.3,-0.9,-5.2
883,3.9,-1.0,4.7,7.7,2.1,1.8
884,12.9,-1.0,3.6,5.0,1.7,1.5
885,-1.0,-1.0,5.6,8.8,3.1,3.4
886,11.6,-1.0,6.7,11.2,3.0,2.1
887,-1.0,-1.0,7.0,10.8,3.7,1.3
888,-1.0,-1.0,8.1,13.7,3.4,-0.9
889,-1.0,-1.0,11.1,16.4,5.1,0.2
890,-1.0,-1.0,12.1,17.8,5.9,-1.4
891,-1.0,-1.0,11.9,17.7,4.6,-1.7
892,-1.0,-1.0,14.3,20.4,5.7,-0.7
893,-1.0,-1.0,15.5,21.5,8.9,2.8
894,-1.0,-1.0,14.8,19.7,8.1,2.6
895,-1.0,-1.0,13.7,19.2,6.8,3.4
896,-1.0,-1.0,16.1,21.6,7.5,0.8
897,-1.0,-1.0,16.4,21.8,9.6,2.8
898,0.6,-1.0,16.8,22.1,9.9,5.0
899,-1.0,-1.0,11.8,17.4,8.3,7.6
900,-1.0,-1.0,10.5,14.3,4.6,-1.7
901,-1.0,-1.0,12.6,16.7,8.1,2.3
902,5.4,-1.0,11.6,12.6,10.3,7.8
903,1.0,-1.0,13.6,17.8,11.0,10.6
904,0.3,-1.0,10.9,15.6,9.1,5.0
905,-1.0,-1.0,10.6,13.6,8.3,2.5
906,-1.0,-1.0,11.4,16.2,7.6,0.8
907,-1.0,-1.0,11.1,15.8,5.2,-1.0
908,-1.0,-1.0,13.0,17.3,6.9,0.7
909,-1.0,-1.0,16.2,22.6,8.8,4.4
910,-1.0,-1.0,14.6,19.3,9.5,6.8
911,-1.0,-1.0,16.8,21.9,9.2,3.5
912,-1.0,-1.0,17.6,22.7,10.5,4.6
913,-1.0,-1.0,18.9,24.1,11.7,5.4
914,-1.0,-1.0,14.4,20.7,12.9,8.0
915,-1.0,-1.0,14.5,19.8,9.4,9.1
916,-1.0,-1.0,13.4,16.1,11.8,8.4
917,-1.0,-1.0,14.9,19.3,11.4,11.0
918,-1.0,-1.0,18.7,23.5,12.1,7.6
919,-1.0,-1.0,20.1,23.7,16.5,10.7
920,-1.0,-1.0,18.9,23.1,12.6,7.3
921,14.2,-1.0,18.6,27.1,12.8,7.3
922,-1.0,-1.0,19.8,25.5,13.1,8.8
923,-1.0,-1.0,14.3,21.6,10.5,7.5
924,0.2,-1.0,11.1,14.6,6.2,1.5
925,-1.0,-1.0,11.0,15.4,6.0,2.9
926,5.7,-1.0,13.7,18.4,7.7,4.0
927,2.9,-1.0,12.4,15.8,11.4,10.6
928,-1.0,-1.0,9.8,12.3,7.6,6.7
929,0.3,-1.0,10.0,13.3,6.1,4.8
930,-1.0,-1.0,12.1,16.7,5.4,2.2
931,-1.0,-1.0,12.8,17.9,7.8,6.7
932,-1.0,-1.0,14.6,20.1,8.5,4.7
933,-1.0,-1.0,15.3,19.9,8.8,3.1
934,9.0,-1.0,17.5,21.3,9.6,4.1
935,46.1,-1.0,14.3,19.7,13.1,12.7
936,31.0,-1.0,15.7,21.5,13.3,11.9
937,16.0,-1.0,14.3,17.1,12.2,14.7
938,0.7,-1.0,13.4,15.1,12.3,12.2
939,-1.0,-1.0,15.2,20.6,12.2,11.1
940,-1.0,-1.0,16.9,21.9,10.2,7.3
941,-1.0,-1.0,16.6,21.2,13.0,13.0
942,1.2,-1.0,16.0,19.5,12.7,10.3
943,0.4,-1.0,16.2,20.5,13.7,11.7
944,-1.0,-1.0,18.7,24.1,14.4,13.5
945,-1.0,-1.0,20.9,25.4,15.7,12.8
946,16.0,-1.0,16.2,21.1,14.4,17.5
947,-1.0,-1.0,18.5,22.8,13.2,12.1
948,-1.0,-1.0,18.9,22.9,15.4,14.3
949,0.1,-1.0,18.8,22.6,15.6,12.7
950,-1.0,-1.0,19.1,22.4,14.7,10.9
951,10.7,-1.0,20.6,24.6,16.9,14.7
952,7.0,-1.0,18.0,21.6,15.9,17.6
953,7.3,-1.0,13.6,17.4,12.0,11.8
954,1.4,-1.0,14.7,19.2,11.2,10.5
955,4.9,-1.0,17.1,22.2,14.0,13.4
956,1.0,-1.0,13.1,16.3,12.0,11.8
957,-1.0,-1.0,15.8,21.5,12.6,12.5
958,-1.0,-1.0,16.6,22.3,11.1,8.6
959,1.2,-1.0,16.0,20.7,13.5,11.5
960,4.5,-1.0,15.8,19.4,12.9,10.8
961,0.1,-1.0,17.7,21.3,15.6,15.2
962,-1.0,-1.0,17.9,21.6,15.6,15.2
963,-1.0,-1.0,17.8,21.8,14.0,12.9
964,17.6,-1.0,15.7,17.9,13.0,10.1
965,-1.0,-1.0,17.3,21.9,14.8,14.9
966,-1.0,-1.0,16.0,20.5,14.5,14.2
967,0.1,-1.0,17.4,21.8,13.8,12.6
968,-1.0,-1.0,18.2,23.1,12.2,9.9
969,0.1,-1.0,18.5,23.4,11.8,8.5
970,-1.0,-1.0,18.5,22.6,17.0,14.8
971,-1.0,-1.0,18.0,19.5,16.7,17.3
972,-1.0,-1.0,18.8,21.1,16.6,16.5
973,-1.0,-1.0,20.6,24.8,16.8,14.2
974,-1.0,-1.0,19.9,23.3,16.3,13.9
975,-1.0,-1.0,20.7,24.8,16.1,11.7
976,-1.0,-1.0,21.2,25.7,17.2,14.1
977,2.2,-1.0,18.5,23.0,14.9,11.4
978,-1.0,-1.0,18.6,23.3,15.2,15.1
979,0.9,-1.0,20.2,25.0,15.7,12.6
980,0.3,-1.0,18.8,21.8,16.7,12.2
981,0.1,-1.0,17.8,19.9,15.9,12.5
982,0.0,-1.0,17.4,21.2,15.0,11.1
983,-1.0,-1.0,17.9,22.1,14.6,10.3
984,6.1,-1.0,16.8,20.3,14.8,9.4
985,4.6,-1.0,18.5,21.1,16.0,14.5
986,0.1,-1.0,17.9,20.8,16.2,15.9
987,-1.0,-1.0,17.9,22.3,15.6,11.7
988,1.5,-1.0,18.1,21.5,14.4,10.1
