,rainfall_mm,snow_depth_cm,air_temp,max_temp,min_temp,min_ground_temp
1851,0.4,4.0,0.3,1.5,-0.3,0.2
1852,0.0,4.0,-2.7,-0.1,-3.9,-7.0
1853,0.3,4.0,-5.5,-2.1,-8.4,-4.3
1854,1.6,4.166666666666667,-8.7,-7.7,-10.3,-10.0
1855,-1.0,4.333333333333333,-8.6,-7.7,-9.2,-10.95
1856,0.6,4.5,-10.3,-9.0,-13.1,-11.9
1857,1.8,4.666666666666667,0.3,1.6,-11.5,-10.8
1858,-1.0,4.833333333333333,0.7,2.8,-1.5,-1.2
1859,0.7,5.0,-0.3,1.3,-1.9,-3.0
1860,-1.0,4.0,-0.9,0.6,-1.5,-1.2
1861,-1.0,3.6666666666666665,0.2,2.6,-2.4,-2.2
1862,0.1,3.3333333333333335,-0.1,1.2,-0.7,-1.1
1863,8.0,3.0,-0.9,0.2,-2.2,-2.2
1864,0.4,2.5,2.2,4.1,0.0,-0.1
1865,0.6,2.0,-3.2,1.9,-6.5,-2.4
1866,3.0,3.0,-9.7,-6.5,-12.4,-9.9
1867,1.0,7.0,-1.6,0.8,-13.2,-15.5
1868,0.0,5.666666666666667,-5.0,-0.6,-5.6,-5.1
1869,1.6,4.333333333333334,-3.9,-0.1,-7.8,-9.1
1870,3.7,3.0,1.0,2.1,-0.8,-0.7
1871,11.3,4.0,0.1,1.2,-1.0,-2.5
1872,0.7,18.0,-2.1,-0.2,-4.3,-1.1
1873,2.5,17.0,-4.5,-3.2,-6.5,-5.6
1874,-1.0,17.0,0.9,1.6,-4.4,-4.5
1875,-1.0,15.0,-2.4,1.5,-5.0,-5.1
1876,3.8,14.0,-2.9,0.5,-6.7,-10.9
1877,1.3,19.0,-2.5,0.1,-6.1,-1.0
1878,0.4,19.0,-6.4,-4.8,-10.1,-13.6
1879,11.5,19.0,-6.0,-3.7,-8.8,-5.4
1880,1.6,28.0,-4.8,-1.6,-8.4,-9.7
1881,-1.0,20.0,-9.8,-6.5,-12.4,-13.5
1882,3.3,27.0,-6.0,-0.3,-13.7,-16.4
1883,-1.0,30.0,-8.5,-0.9,-12.5,-8.4
1884,-1.0,30.0,-15.7,-12.3,-17.6,-21.0
1885,0.8,30.0,-15.5,-10.8,-21.7,-28.0
1886,2.6,30.0,-2.2,-0.4,-13.2,-14.3
1887,0.0,32.0,-8.6,-1.5,-11.4,-10.5
1888,2.4,30.0,-4.0,-2.6,-10.8,-10.8
1889,2.4,31.0,-8.7,-5.1,-10.3,-7.6
1890,-1.0,36.0,-14.3,-10.1,-16.3,-19.8
1891,12.8,34.0,-7.9,-5.5,-16.7,-23.7
1892,8.7,47.0,-4.8,-4.1,-5.9,-5.9
1893,1.4,53.0,-1.3,0.4,-4.9,-5.1
1894,0.0,54.0,-0.9,0.5,-3.6,-2.2
1895,1.0,51.0,-3.7,-1.5,-5.9,-5.7
1896,5.0,45.0,-2.9,-2.2,-4.7,-4.7
1897,7.5,51.0,-0.8,1.7,-3.4,-4.2
1898,2.7,49.0,-3.9,0.9,-6.3,-3.7
1899,7.9,50.0,-0.5,0.9,-6.4,-6.9
1900,3.0,60.0,-4.3,-0.6,-8.7,-1.6
1901,1.5,61.0,-0.3,1.4,-6.4,-6.3
1902,1.5,52.0,1.2,2.2,0.4,0.6
1903,8.7,47.0,1.8,2.3,1.3,0.9
1904,4.0,43.0,1.8,2.6,0.3,0.1
1905,8.7,37.0,1.1,2.8,0.4,0.8
1906,-1.0,37.0,-1.5,0.6,-2.8,-2.2
1907,2.4,36.0,-0.8,0.8,-5.3,-9.2
1908,-1.0,37.0,1.9,2.8,-0.1,-2.1
1909,-1.0,35.0,4.3,7.4,1.6,1.1
1910,-1.0,35.0,2.6,6.6,0.3,-1.7
1911,-1.0,34.0,0.9,4.1,-1.3,-3.2
1912,0.4,32.0,0.2,2.1,-3.6,-8.6
1913,5.1,30.0,1.6,1.9,1.3,0.1
1914,0.0,29.0,-0.9,2.5,-4.1,0.8
1915,-1.0,28.0,-6.7,-3.9,-8.9,-10.7
1916,1.2,27.0,-7.1,-2.1,-12.2,-13.2
1917,0.2,30.0,1.3,4.9,-5.3,-6.4
1918,0.0,30.0,2.3,4.0,0.4,-0.6
1919,0.5,28.0,5.0,8.0,3.5,2.3
1920,-1.0,28.0,2.1,5.4,0.8,0.2
1921,-1.0,27.0,2.8,5.2,-0.9,-4.1
1922,0.3,27.0,1.7,4.6,-1.4,-1.3
1923,0.0,25.0,-5.3,-1.4,-7.9,-8.9
1924,-1.0,26.0,-0.2,3.1,-6.4,-9.5
1925,0.0,26.0,-5.3,1.1,-8.6,-10.0
1926,2.8,27.0,-3.2,-1.7,-5.4,-5.4
1927,-1.0,28.0,-4.9,-1.6,-7.7,-12.0
1928,0.3,28.0,-7.5,-3.0,-15.2,-18.6
1929,10.3,27.0,-0.1,0.5,-3.3,-3.8
1930,7.4,30.0,2.8,4.7,0.3,0.1
1931,5.5,27.0,0.1,3.1,-2.3,-2.6
1932,-1.0,28.0,-1.0,1.7,-3.0,-5.950000000000001
1933,0.3,28.0,-5.4,-2.9,-7.5,-9.3
1934,-1.0,29.0,-5.3,-1.2,-9.8,-12.5
1935,4.9,29.0,-4.0,0.1,-10.6,-14.9
1936,0.7,30.0,1.1,2.2,-1.6,-1.6
1937,4.4,29.0,1.9,2.3,1.2,0.9
1938,3.0,26.0,1.5,3.2,0.8,0.9
1939,9.8,25.0,1.5,2.5,0.3,0.7
1940,1.7,21.0,3.1,4.3,1.2,0.1
1941,0.2,19.0,2.5,5.4,1.7,1.1
1942,1.7,17.0,1.0,2.8,-0.6,-0.3
1943,0.0,15.0,2.5,5.4,-0.2,-1.0
1944,-1.0,12.0,3.6,7.6,0.7,-0.4
1945,0.4,14.0,1.9,3.4,0.5,-2.8
1946,-1.0,13.0,3.4,6.9,0.4,-1.1
1947,0.0,4.0,1.2,5.1,-1.3,-4.9
1948,0.0,2.0,0.0,3.9,-3.5,-7.3
1949,0.0,1.0,-0.1,3.9,-5.1,-8.0
1950,0.0,1.0,3.7,8.4,-1.9,-4.0
1951,-1.0,0.0,6.5,12.0,2.0,0.7
1952,1.0,-1.0,5.1,10.5,1.6,-0.1
1953,0.2,-1.0,3.0,5.4,1.4,1.7
1954,-1.0,-1.0,3.0,8.3,-1.5,-3.0
1955,0.1,-1.0,3.1,6.8,-0.1,-1.7
1956,-1.0,-1.0,6.0,11.7,1.2,-3.9
1957,-1.0,-1.0,7.2,13.0,3.7,1.1
1958,-1.0,-1.0,6.1,12.6,0.1,-5.2
1959,-1.0,-1.0,6.4,11.1,1.7,-3.7
1960,-1.0,-1.0,6.5,10.6,0.8,-4.8
1961,4.3,-1.0,2.1,9.3,0.6,-1.3
1962,1.9,-1.0,1.9,4.4,0.3,0.1
1963,0.0,-1.0,-0.7,2.3,-1.6,-1.7
1964,-1.0,-1.0,-0.5,4.5,-3.9,-5.6
1965,-1.0,-1.0,1.8,6.2,-4.2,-8.1
1966,-1.0,-1.0,4.3,6.2,1.4,0.9
1967,-1.0,-1.0,5.0,8.8,2.8,1.4
1968,-1.0,-1.0,4.8,10.4,-1.8,-6.4
1969,-1.0,-1.0,7.2,14.1,0.0,-4.4
1970,-1.0,-1.0,7.4,12.7,0.0,-5.2
1971,-1.0,-1.0,9.9,16.5,3.7,-3.1
1972,-1.0,-1.0,12.0,17.5,4.2,-3.2
1973,-1.0,-1.0,9.0,13.5,4.5,0.4
1974,-1.0,-1.0,6.5,10.0,3.6,-2.7
1975,-1.0,-1.0,10.3,16.8,3.8,-1.0
1976,-1.0,-1.0,13.0,19.1,5.8,-0.1
1977,-1.0,-1.0,12.2,18.0,4.8,-0.1
1978,0.1,-1.0,14.2,18.1,7.4,3.0
1979,0.0,-1.0,12.5,16.1,10.6,8.1
1980,-1.0,-1.0,14.7,20.2,8.8,5.5
1981,-1.0,-1.0,6.4,14.4,4.3,3.6
1982,-1.0,-1.0,5.8,10.5,-1.5,-5.7
1983,-1.0,-1.0,6.9,11.8,1.7,-2.0
1984,4.6,-1.0,8.9,14.9,2.0,-3.3
1985,12.5,-1.0,4.2,8.2,2.7,4.4
1986,-1.0,-1.0,1.5,5.2,-0.1,-0.5
1987,5.2,-1.0,1.7,6.9,-1.7,-3.3
1988,-1.0,-1.0,4.7,9.4,-0.8,-2.6
1989,0.2,-1.0,7.1,11.5,2.6,-1.2
1990,0.1,-1.0,6.9,10.6,5.3,3.7
1991,-1.0,-1.0,7.4,11.8,3.9,1.7
1992,-1.0,-1.0,9.5,13.8,3.2,-2.2
1993,4.0,-1.0,8.4,12.3,6.7,4.1
1994,10.0,-1.0,9.4,12.1,7.5,7.1
1995,-1.0,-1.0,9.2,13.8,5.9,7.1
1996,-1.0,-1.0,8.7,12.5,4.3,-1.2
1997,0.1,-1.0,9.3,14.2,6.5,6.0
1998,-1.0,-1.0,10.6,14.9,4.1,-0.5
1999,-1.0,-1.0,12.4,17.9,4.4,-1.0
2000,-1.0,-1.0,14.3,19.9,6.3,0.5
2001,-1.0,-1.0,16.0,20.8,8.3,2.4
2002,-1.0,-1.0,17.5,21.6,11.5,4.3
2003,0.5,-1.0,17.8,22.0,13.6,10.6
2004,0.0,-1.0,18.8,25.3,15.2,13.4
2005,0.1,-1.0,18.1,22.4,14.6,9.7
2006,0.6,-1.0,12.6,17.6,9.7,10.4
2007,2.0,-1.0,9.3,10.2,8.3,8.0
2008,1.1,-1.0,11.0,14.7,8.4,8.7
2009,14.6,-1.0,9.2,11.6,7.7,6.6
2010,0.7,-1.0,10.5,14.3,8.4,7.8
2011,4.7,-1.0,12.1,16.6,9.0,8.2
2012,-1.0,-1.0,12.6,16.6,10.7,10.7
2013,4.3,-1.0,12.4,16.9,5.9,0.1
2014,-1.0,-1.0,12.0,15.9,8.4,6.9
2015,3.0,-1.0,12.4,17.4,7.3,3.9
2016,-1.0,-1.0,13.2,18.4,9.8,9.5
2017,9.7,-1.0,13.0,17.6,6.2,2.1
2018,0.0,-1.0,17.5,24.1,12.7,9.9
2019,0.1,-1.0,19.6,25.0,12.8,8.7
2020,-1.0,-1.0,22.0,27.2,14.6,10.1
2021,-1.0,-1.0,22.5,26.4,18.5,13.4
2022,1.8,-1.0,22.9,27.6,17.9,14.2
2023,-1.0,-1.0,18.6,22.8,16.5,15.9
2024,-1.0,-1.0,16.6,19.8,13.0,11.5
2025,-1.0,-1.0,17.6,22.5,11.8,6.2
2026,-1.0,-1.0,15.0,19.1,12.4,11.6
2027,0.6,-1.0,14.2,16.5,12.4,11.6
2028,-1.0,-1.0,14.5,16.7,12.8,12.1
2029,-1.0,-1.0,17.3,22.5,13.2,11.8
2030,0.0,-1.0,18.8,23.8,11.8,7.5
2031,-1.0,-1.0,19.8,25.7,13.4,8.9
2032,-1.0,-1.0,18.9,23.8,13.7,10.2
2033,-1.0,-1.0,18.9,23.7,13.3,10.8
2034,-1.0,-1.0,20.8,25.8,14.8,10.4
2035,-1.0,-1.0,20.7,25.9,17.5,13.3
2036,0.5,-1.0,17.2,20.4,13.8,12.3
2037,-1.0,-1.0,17.7,22.6,12.1,8.1
2038,-1.0,-1.0,19.3,24.3,13.6,9.8
2039,1.1,-1.0,17.0,22.4,10.3,6.1
2040,2.6,-1.0,15.3,19.4,12.7,12.2
2041,0.4,-1.0,15.6,20.5,13.4,13.4
2042,-1.0,-1.0,16.6,22.4,10.4,7.6
2043,-1.0,-1.0,16.0,21.6,9.8,7.3
2044,-1.0,-1.0,17.9,23.5,13.4,9.9
2045,-1.0,-1.0,18.8,25.1,16.0,14.4
2046,10.0,-1.0,15.3,20.3,12.5,10.4
2047,-1.0,-1.0,15.1,20.7,11.7,11.1
2048,15.2,-1.0,14.2,19.1,9.3,8.5
2049,12.4,-1.0,12.9,17.1,10.8,10.6
2050,4.7,-1.0,13.6,19.7,10.0,9.9
2051,1.2,-1.0,14.5,18.7,9.7,5.9
2052,10.4,-1.0,15.3,20.3,12.6,11.6
2053,-1.0,-1.0,12.8,14.7,11.3,11.2
2054,-1.0,-1.0,16.8,22.1,12.0,11.2
2055,0.7,-1.0,12.9,19.8,11.2,9.9
2056,-1.0,-1.0,14.5,20.6,8.0,3.8
2057,-1.0,-1.0,16.4,21.2,12.7,10.7
2058,-1.0,-1.0,15.2,18.8,10.9,7.4
2059,0.7,-1.0,16.6,21.2,12.4,8.0
2060,8.0,-1.0,16.0,19.9,14.2,12.7
2061,-1.0,-1.0,17.7,24.2,11.3,9.0
2062,-1.0,-1.0,19.3,25.1,11.6,7.8
2063,-1.0,-1.0,19.8,25.1,14.4,11.6
2064,-1.0,-1.0,19.8,25.7,12.4,8.4
2065,-1.0,-1.0,21.1,26.6,13.9,9.6
2066,-1.0,-1.0,20.2,23.5,17.3,13.0
2067,-1.0,-1.0,21.4,27.1,16.1,12.9
2068,-1.0,-1.0,23.2,29.3,15.2,11.3
2069,-1.0,-1.0,21.2,25.8,18.2,14.0
2070,-1.0,-1.0,22.5,26.3,16.7,12.9
2071,-1.0,-1.0,25.5,30.5,18.5,14.6
2072,-1.0,-1.0,25.2,33.1,20.0,15.8
2073,-1.0,-1.0,17.8,21.7,16.5,14.9
2074,-1.0,-1.0,14.0,18.0,10.6,9.7
2075,-1.0,-1.0,15.8,21.4,11.1,11.0
2076,-1.0,-1.0,14.7,19.9,11.2,9.5
2077,-1.0,-1.0,15.6,21.0,9.6,5.8
2078,-1.0,-1.0,13.3,17.8,8.9,5.0
2079,-1.0,-1.0,12.7,18.8,6.4,2.7
2080,-1.0,-1.0,16.0,23.7,8.2,4.7
2081,0.5,-1.0,16.7,22.0,11.8,7.9
2082,1.8,-1.0,17.0,19.9,14.2,9.9
2083,-1.0,-1.0,17.5,22.0,13.0,8.6
2084,-1.0,-1.0,17.2,22.7,13.5,11.2
2085,-1.0,-1.0,18.3,23.5,11.4,6.7
2086,7.9,-1.0,17.8,20.4,16.1,14.2
2087,-1.0,-1.0,18.4,21.8,16.8,16.1
2088,0.8,-1.0,17.8,21.4,15.2,12.1
2089,0.1,-1.0,16.9,20.7,15.2,12.2
2090,0.2,-1.0,16.9,21.2,13.9,9.3
2091,-1.0,-1.0,17.1,21.3,12.4,6.2
2092,-1.0,-1.0,19.0,23.0,16.5,13.2
2093,1.7,-1.0,19.2,22.0,16.8,13.5
2094,4.0,-1.0,17.4,20.6,15.8,15.2
2095,-1.0,-1.0,17.6,21.3,14.4,10.3
2096,-1.0,-1.0,17.0,20.5,15.5,12.4
2097,40.6,-1.0,16.7,22.7,12.1,7.9
2098,9.4,-1.0,15.9,20.3,12.7,11.4
2099,-1.0,-1.0,16.9,21.9,13.2,10.2
2100,-1.0,-1.0,16.3,21.1,9.6,5.3
2101,-1.0,-1.0,19.0,23.9,15.2,11.9
2102,0.1,-1.0,18.2,22.6,13.5,9.3
2103,-1.0,-1.0,19.2,25.4,12.8,9.4
2104,3.4,-1.0,20.0,22.9,16.3,11.7
2105,-1.0,-1.0,18.7,22.3,17.3,15.9
2106,-1.0,-1.0,17.6,21.7,14.0,10.0
2107,0.1,-1.0,18.4,22.5,14.3,8.6
2108,7.8,-1.0,18.0,23.5,14.1,12.0
2109,-1.0,-1.0,15.2,19.5,12.5,8.4
2110,-1.0,-1.0,15.8,20.1,10.8,5.6
2111,4.0,-1.0,16.0,20.0,11.9,6.6
2112,0.6,-1.0,14.6,18.0,13.2,13.0
2113,2.9,-1.0,14.0,18.4,9.3,4.6
2114,0.7,-1.0,15.2,16.7,12.1,7.9
2115,4.8,-1.0,16.8,19.1,14.3,13.1
2116,-1.0,-1.0,19.0,21.9,15.4,13.2
2117,2.2,-1.0,16.3,21.1,14.7,13.8
2118,0.9,-1.0,15.3,17.5,14.2,13.5
2119,6.6,-1.0,12.5,16.8,10.3,11.6
2120,10.0,-1.0,10.1,15.1,7.4,3.7
2121,9.0,-1.0,10.4,13.6,6.7,1.6
2122,0.4,-1.0,9.9,13.7,7.2,3.4
2123,0.0,-1.0,8.5,12.1,4.7,2.5
2124,0.1,-1.0,8.1,12.6,5.6,5.4
2125,1.0,-1.0,5.9,12.8,0.9,-2.7
2126,1.7,-1.0,6.6,12.1,0.6,-2.5
2127,1.5,-1.0,8.5,10.6,5.5,1.9
2128,-1.0,-1.0,6.1,10.4,3.2,-0.2
2129,-1.0,-1.0,5.2,11.6,-0.4,-4.2
2130,3.2,-1.0,6.7,10.3,3.2,-1.9
2131,0.5,-1.0,6.9,8.2,6.7,6.2
2132,-1.0,-1.0,8.1,13.9,2.6,-0.7
2133,-1.0,-1.0,8.9,13.5,3.6,-0.9
2134,2.3,-1.0,11.3,13.7,9.1,8.0
2135,0.5,-1.0,12.2,14.8,10.4,7.7
2136,8.4,-1.0,12.5,14.2,11.1,7.4
2137,2.6,-1.0,7.4,12.6,4.2,6.8
2138,0.2,-1.0,6.5,8.8,3.3,-0.7
2139,2.5,-1.0,4.1,6.2,3.1,2.2
2140,0.9,-1.0,2.1,4.4,1.3,1.5
2141,-1.0,-1.0,2.0,5.3,-0.9,-3.5
2142,-1.0,-1.0,3.5,6.5,-0.5,-2.7
2143,0.4,-1.0,4.1,7.3,2.0,-1.6
2144,-1.0,-1.0,4.6,7.2,1.9,-0.6
2145,1.2,-1.0,4.4,7.9,1.2,-1.9
2146,1.1,-1.0,6.5,9.8,4.2,3.4
2147,31.0,-1.0,9.9,12.7,5.3,0.9
2148,1.0,-1.0,9.4,11.5,7.5,4.8
2149,2.2,-1.0,8.4,12.2,5.4,3.5
2150,10.2,-1.0,4.6,8.0,1.7,-1.9
2151,0.8,-1.0,4.0,7.3,-1.9,-5.4
2152,0.2,-1.0,6.5,8.1,4.6,4.6
2153,5.6,-1.0,4.7,5.2,4.2,4.3
2154,3.0,-1.0,7.7,10.0,4.6,4.6
2155,2.5,-1.0,11.2,12.2,10.0,9.8
2156,11.9,-1.0,9.4,11.1,7.7,1.9
2157,0.2,-1.0,6.3,10.4,4.0,4.6
2158,0.1,-1.0,9.1,11.0,2.5,1.0
2159,-1.0,-1.0,9.5,12.2,7.1,4.1
2160,-1.0,-1.0,10.6,12.5,9.7,8.2
2161,1.0,-1.0,10.1,11.8,9.1,6.3
2162,12.8,-1.0,7.0,10.7,5.4,5.1
2163,9.2,-1.0,2.7,5.4,0.8,1.2
2164,1.0,-1.0,0.6,2.5,-0.4,-1.8
2165,-1.0,-1.0,-1.8,1.4,-4.4,-7.4
2166,0.0,-1.0,-1.2,1.4,-4.5,-7.6
2167,-1.0,-1.0,3.6,5.9,-0.4,-3.6
2168,0.0,-1.0,0.8,4.7,-1.2,-5.2
2169,4.5,-1.0,4.6,6.0,-1.4,-6.5
2170,-1.0,-1.0,2.9,4.6,0.7,-0.5
2171,-1.0,-1.0,-0.9,2.1,-1.9,-1.5
2172,-1.0,-1.0,-1.6,0.3,-2.9,-4.0
2173,0.2,-1.0,-3.0,-0.9,-4.4,-5.9
2174,0.5,1.0,-1.8,-0.7,-4.2,-5.0
2175,1.3,1.0,1.2,4.6,-1.2,-1.2
2176,4.9,-1.0,6.1,6.7,4.5,3.8
2177,8.5,-1.0,7.2,8.7,5.5,5.1
2178,0.0,-1.0,0.3,7.5,-1.0,0.7
2179,13.7,-1.0,2.7,5.9,-1.5,-4.9
2180,20.9,-1.0,6.8,7.6,4.9,4.2
2181,2.9,-1.0,8.1,10.3,6.1,7.4
2182,-1.0,-1.0,2.3,6.1,-0.2,-3.8
2183,0.1,-1.0,1.2,1.9,-1.5,-5.8
2184,-1.0,-1.0,7.1,8.6,1.9,1.9
2185,0.7,-1.0,6.0,7.7,3.9,-1.8
2186,0.0,-1.0,6.6,7.1,6.0,5.8
2187,-1.0,-1.0,5.8,6.7,5.2,5.1
2188,0.1,-1.0,4.6,5.6,3.1,4.1
2189,-1.0,-1.0,1.6,5.2,-0.2,2.3
2190,-1.0,-1.0,0.7,1.2,-0.3,-0.3
2191,-1.0,-1.0,-0.5,0.8,-1.0,-2.7
2192,-1.0,-1.0,-0.1,1.1,-3.1,-7.0
2193,1.8,-1.0,1.3,1.6,0.7,0.3
2194,6.9,-1.0,2.2,2.4,1.4,1.2
2195,17.0,-1.0,3.3,4.0,2.4,2.2
2196,7.6,-1.0,3.3,5.0,-0.5,3.7
2197,-1.0,-1.0,-4.1,-0.6,-5.8,-9.2
2198,-1.0,2.0,-1.8,0.0,-4.9,-8.8
2199,-1.0,0.0,-2.2,-0.1,-3.8,-6.9
2200,0.0,2.0,-1.9,0.0,-4.7,-9.0
2201,0.0,-1.0,3.7,5.8,-0.1,-4.6
2202,0.3,-1.0,6.2,6.9,2.3,0.4
2203,5.3,-1.0,5.4,7.0,4.6,4.2
2204,6.2,-1.0,5.4,6.7,4.0,1.8
2205,10.5,-1.0,2.6,5.7,0.9,-0.2
2206,7.9,-1.0,5.7,7.1,2.8,2.5
2207,0.0,2.0,-2.3,5.4,-5.3,-0.8
2208,2.4,1.0,0.8,2.5,-5.8,-10.6
2209,1.1,0.0,1.2,2.6,0.2,-0.9
2210,0.6,-1.0,2.6,3.3,0.5,0.0
2211,11.2,-1.0,2.5,3.0,1.6,0.8
2212,5.3,-1.0,2.4,3.1,0.6,0.0
2213,9.0,-1.0,3.3,4.2,2.2,2.2
2214,5.6,-1.0,3.9,4.9,2.2,0.0
2215,17.4,-1.0,4.2,6.7,1.7,-0.2
2216,0.1,-1.0,1.2,2.7,-0.1,0.0
2217,0.2,-1.0,3.6,4.2,-0.4,-3.2
2218,-1.0,-1.0,2.8,3.8,2.4,2.4
2219,1.5,-1.0,4.3,5.5,2.6,2.5
2220,0.3,-1.0,4.4,5.4,3.8,0.2
2221,7.0,-1.0,2.9,4.3,2.4,1.5
2222,-1.0,-1.0,1.4,2.4,0.7,1.3
2223,0.1,-1.0,0.3,1.5,-0.1,0.0
2224,-1.0,-1.0,-2.7,0.1,-4.5,-1.1
2225,-1.0,-1.0,-5.5,-2.8,-8.4,-5.5
2226,0.4,-1.0,1.3,4.0,-8.4,-10.9
2227,0.2,-1.0,4.9,6.4,3.9,3.4
2228,-1.0,-1.0,1.2,4.9,-1.9,0.3
2229,0.0,-1.0,1.5,3.4,-2.6,-5.7
2230,-1.0,-1.0,3.6,5.1,1.8,0.1
2231,1.2,-1.0,4.6,5.7,4.3,3.7
2232,-1.0,-1.0,1.7,4.7,0.7,-2.6
2233,4.3,-1.0,-1.6,1.9,-4.9,-2.7
2234,1.2,5.0,1.5,2.5,-3.2,-5.0
2235,1.9,-1.0,4.5,5.5,2.4,1.9
2236,1.5,-1.0,5.3,7.3,4.2,3.6
2237,-1.0,-1.0,2.1,7.1,0.1,0.1
2238,-1.0,-1.0,-2.0,0.8,-3.6,-7.2
2239,8.8,-1.0,0.0,3.5,-4.9,-9.6
2240,0.2,-1.0,5.2,6.1,2.7,2.2
2241,-1.0,-1.0,1.6,5.4,-0.2,-2.9
2242,5.8,-1.0,3.3,4.1,1.6,-0.3
2243,8.3,-1.0,5.8,7.3,2.8,2.4
2244,0.0,-1.0,5.0,6.4,3.9,2.5
2245,-1.0,-1.0,4.0,5.5,2.3,0.2
2246,2.9,-1.0,3.5,4.9,1.8,-1.4
2247,-1.0,-1.0,3.6,5.1,2.0,2.8
2248,-1.0,-1.0,3.3,4.1,1.0,0.7
2249,0.5,-1.0,5.2,8.1,2.9,2.3
2250,-1.0,0.0,1.2,4.1,-1.2,-2.2
2251,0.0,0.0,0.0,3.4,-3.6,-6.4
2252,0.1,-1.0,1.7,3.8,0.3,0.1
2253,1.0,-1.0,0.3,2.4,-1.0,-2.7
2254,0.7,-1.0,2.9,5.4,-1.7,-3.9
2255,7.9,-1.0,0.6,3.7,-1.0,-1.0
2256,4.4,-1.0,3.0,3.7,1.2,1.0
2257,8.7,-1.0,1.8,3.0,0.7,0.6
2258,7.0,-1.0,1.7,2.5,0.9,0.1
2259,0.1,-1.0,1.9,2.4,0.8,0.2
2260,8.0,-1.0,2.5,2.8,1.6,1.4
2261,0.8,-1.0,3.8,5.5,1.6,2.4
2262,-1.0,-1.0,-0.5,2.1,-1.8,-1.7
2263,-1.0,-1.0,-4.6,-1.5,-6.1,-7.4
2264,0.0,-1.0,-1.3,1.9,-7.6,-9.8
2265,-1.0,-1.0,-3.3,1.8,-5.8,-6.7
2266,1.0,-1.0,-3.5,-0.1,-8.3,-10.3
2267,0.5,2.0,0.9,2.2,-0.3,-0.2
2268,8.0,-1.0,3.3,3.8,2.0,1.7
2269,3.9,-1.0,3.8,4.8,3.0,2.4
2270,13.5,-1.0,3.1,4.7,1.9,1.3
2271,3.6,0.0,2.6,4.1,0.3,0.0
2272,-1.0,-1.0,1.8,3.7,0.7,0.9
2273,0.1,-1.0,-1.0,1.2,-2.5,-7.5
2274,5.5,-1.0,1.9,2.9,-2.9,-7.7
2275,38.5,-1.0,3.7,4.4,2.6,2.5
2276,1.9,-1.0,5.1,5.5,3.8,3.5
2277,-1.0,-1.0,5.1,6.2,4.5,3.9
2278,0.4,-1.0,3.8,6.7,2.5,0.8
2279,0.4,-1.0,1.2,3.2,-0.4,-2.3
2280,1.0,-1.0,3.0,4.0,0.0,-3.5
2281,18.4,-1.0,3.9,4.7,1.5,2.8
2282,-1.0,-1.0,3.4,5.7,1.5,0.0
2283,-1.0,-1.0,1.6,4.5,0.0,-1.4
2284,-1.0,-1.0,-1.7,2.0,-4.3,-7.1
2285,-1.0,-1.0,-1.2,1.5,-2.6,-4.2
2286,-1.0,-1.0,-3.4,0.0,-6.5,-7.4
2287,-1.0,-1.0,-3.8,1.4,-7.3,-7.6
2288,2.9,-1.0,-2.8,2.5,-9.2,-13.3
2289,14.5,-1.0,1.6,3.6,0.2,0.0
2290,0.2,-1.0,3.3,5.7,2.3,2.1
2291,0.1,-1.0,2.4,3.7,0.3,-2.6
2292,12.7,-1.0,2.0,3.0,0.4,0.9
2293,2.8,-1.0,2.9,3.7,1.8,2.2
2294,-1.0,-1.0,2.1,6.1,0.6,-0.1
2295,-1.0,-1.0,1.1,3.8,-2.2,-6.3
2296,0.1,-1.0,1.2,4.3,-2.9,-7.3
2297,2.5,-1.0,3.9,5.3,2.4,0.7
2298,5.7,-1.0,3.6,4.4,2.9,2.7
2299,8.9,-1.0,3.3,3.9,2.8,1.0
2300,8.6,-1.0,3.9,7.3,2.5,1.9
2301,-1.0,0.0,1.1,5.1,-0.6,-0.2
2302,-1.0,-1.0,-2.4,1.0,-5.6,-7.9
2303,2.7,-1.0,1.1,4.6,-5.0,-7.9
2304,0.6,-1.0,3.2,6.4,1.3,1.2
2305,-1.0,-1.0,1.7,4.4,-4.4,-8.3
2306,2.4,-1.0,4.6,7.3,3.4,2.6
2307,-1.0,-1.0,4.2,9.3,0.8,-0.2
2308,-1.0,-1.0,0.6,5.1,-1.0,-2.9
2309,1.7,-1.0,-1.9,2.1,-6.1,-9.1
2310,-1.0,-1.0,-1.1,2.7,-6.7,-11.0
2311,-1.0,-1.0,1.6,4.3,-1.5,-6.4
2312,-1.0,-1.0,3.6,6.5,1.6,0.3
2313,-1.0,-1.0,5.1,7.7,2.9,1.8
2314,-1.0,-1.0,4.9,9.0,2.7,1.3
2315,-1.0,-1.0,3.9,7.2,0.8,-2.1
2316,-1.0,-1.0,5.6,11.4,1.8,0.0
2317,-1.0,-1.0,-0.2,5.1,-2.7,-4.8
2318,-1.0,-1.0,-1.2,2.9,-4.2,-7.9
2319,0.6,-1.0,-0.7,3.0,-6.4,-11.2
2320,0.9,-1.0,3.6,9.0,0.5,-1.6
2321,7.5,-1.0,4.5,7.7,0.8,-1.9
2322,1.2,2.0,2.2,6.3,0.1,0.0
2323,-1.0,-1.0,2.5,8.0,-1.4,-3.8
2324,0.2,-1.0,3.0,8.4,-2.4,-4.8
2325,-1.0,-1.0,6.0,10.7,1.7,-2.9
