,date,rainfall_mm,snow_depth_cm,air_temp,max_temp,min_temp,min_ground_temp
825,2016-02-27,0.0,14.0,-2.9,0.4,-6.3,-8.0
826,2016-02-28,0.0,14.0,0.5,3.7,-1.4,-3.0
827,2016-02-29,0.0,14.0,-3.4,0.4,-8.3,-10.0
828,2016-03-01,0.0,14.0,-1.7,0.9,-3.9,-6.0
829,2016-03-02,0.0,14.0,-4.0,-0.7,-7.0,-8.6
830,2016-03-03,0.0,14.0,-2.4,-1.7,-3.7,-3.8
831,2016-03-04,0.0,14.0,-0.1,1.0,-1.8,-1.8
832,2016-03-05,0.3,14.0,0.1,1.0,-0.6,-0.6
833,2016-03-06,1.4,14.0,0.5,0.7,0.3,0.0
834,2016-03-07,3.8,14.0,1.1,2.5,0.2,-0.2
835,2016-03-08,3.2,14.0,1.2,3.0,0.7,-0.6
836,2016-03-09,0.0,14.0,1.1,2.4,0.2,0.0
837,2016-03-10,0.0,12.0,0.6,1.6,-0.2,-0.9
838,2016-03-11,0.0,12.0,-0.3,2.8,-1.4,-1.1
839,2016-03-12,0.0,11.0,0.3,6.2,-4.2,-7.3
840,2016-03-13,0.0,11.0,-0.3,3.7,-3.1,-4.6
841,2016-03-14,0.0,11.0,2.3,6.1,-0.9,-0.4
842,2016-03-15,0.0,9.0,2.0,4.1,0.7,-1.5
843,2016-03-16,0.0,8.0,4.3,9.1,0.7,-0.2
844,2016-03-17,4.2,6.0,3.7,8.5,0.8,-0.5
845,2016-03-18,0.3,8.0,-2.6,3.7,-4.1,-5.25
846,2016-03-19,0.0,7.0,-3.8,0.5,-8.4,-10.0
847,2016-03-20,0.1,6.0,-2.7,2.5,-7.9,-9.8
848,2016-03-21,0.0,6.0,-1.6,1.4,-2.8,-5.5
849,2016-03-22,0.0,6.0,-3.2,1.1,-8.4,-9.2
850,2016-03-23,0.0,7.0,0.0,2.7,-2.8,-6.4
851,2016-03-24,0.0,7.0,0.6,2.1,-1.2,-3.4
852,2016-03-25,0.0,5.0,1.8,2.9,0.7,0.4
853,2016-03-26,0.0,3.0,2.3,3.3,1.5,0.9
854,2016-03-27,0.0,0.0,3.1,8.2,0.8,0.8
855,2016-03-28,0.0,0.0,5.7,11.3,1.5,-0.9
856,2016-03-29,0.0,0.0,6.1,10.7,2.4,-1.8
857,2016-03-30,0.0,0.0,4.0,8.0,2.1,-0.3
858,2016-03-31,0.0,0.0,2.0,8.3,-1.8,-1.6
859,2016-04-01,0.0,0.0,3.2,7.7,0.3,-0.8
860,2016-04-02,3.8,0.0,4.3,10.5,-1.4,-2.7
861,2016-04-03,0.8,0.0,3.3,4.9,2.2,0.8
862,2016-04-04,0.0,0.0,2.2,7.0,-1.4,-5.9
863,2016-04-05,0.8,0.0,3.3,5.2,0.4,-2.1
864,2016-04-06,5.0,0.0,6.8,12.1,3.2,2.9
865,2016-04-07,0.5,0.0,5.8,10.9,4.2,3.9
866,2016-04-08,0.2,0.0,5.4,10.0,3.1,2.1
867,2016-04-09,0.3,0.0,3.6,5.4,2.3,1.6
868,2016-04-10,0.0,0.0,4.8,10.4,-0.6,-0.5
869,2016-04-11,0.0,0.0,6.1,10.7,2.0,-1.1
870,2016-04-12,0.0,0.0,5.4,10.9,0.1,-4.8
871,2016-04-13,0.0,0.0,7.0,12.6,0.1,-4.7
872,2016-04-14,0.0,0.0,3.3,7.2,0.4,-0.2
873,2016-04-15,0.0,0.0,3.5,7.3,-0.1,-1.5
874,2016-04-16,0.6,0.0,7.5,13.7,2.3,-0.1
875,2016-04-17,3.6,0.0,6.9,8.9,6.2,4.3
876,2016-04-18,2.6,0.0,5.5,8.0,3.2,0.0
877,2016-04-19,0.0,0.0,5.7,9.0,4.6,4.4
878,2016-04-20,1.6,0.0,4.6,8.7,2.0,-2.1
879,2016-04-21,0.0,0.0,4.9,11.3,1.6,1.7
880,2016-04-22,5.2,0.0,3.2,8.8,-0.2,-5.1
881,2016-04-23,1.1,0.0,2.5,6.6,-0.3,-2.6
882,2016-04-24,16.3,0.0,3.2,7.3,-0.9,-5.2
883,2016-04-25,3.9,0.0,4.7,7.7,2.1,1.8
884,2016-04-26,12.9,0.0,3.6,5.0,1.7,1.5
885,2016-04-27,0.0,0.0,5.6,8.8,3.1,3.4
886,2016-04-28,11.6,0.0,6.7,11.2,3.0,2.1
887,2016-04-29,0.0,0.0,7.0,10.8,3.7,1.3
888,2016-04-30,0.0,0.0,8.1,13.7,3.4,-0.9
889,2016-05-01,0.0,0.0,11.1,16.4,5.1,0.2
890,2016-05-02,0.0,0.0,12.1,17.8,5.9,-1.4
891,2016-05-03,0.0,0.0,11.9,17.7,4.6,-1.7
892,2016-05-04,0.0,0.0,14.3,20.4,5.7,-0.7
893,2016-05-05,0.0,0.0,15.5,21.5,8.9,2.8
894,2016-05-06,0.0,0.0,14.8,19.7,8.1,2.6
895,2016-05-07,0.0,0.0,13.7,19.2,6.8,3.4
896,2016-05-08,0.0,0.0,16.1,21.6,7.5,0.8
897,2016-05-09,0.0,0.0,16.4,21.8,9.6,2.8
898,2016-05-10,0.6,0.0,16.8,22.1,9.9,5.0
899,2016-05-11,0.0,0.0,11.8,17.4,8.3,7.6
900,2016-05-12,0.0,0.0,10.5,14.3,4.6,-1.7
901,2016-05-13,0.0,0.0,12.6,16.7,8.1,2.3
902,2016-05-14,5.4,0.0,11.6,12.6,10.3,7.8
903,2016-05-15,1.0,0.0,13.6,17.8,11.0,10.6
904,2016-05-16,0.3,0.0,10.9,15.6,9.1,5.0
905,2016-05-17,0.0,0.0,10.6,13.6,8.3,2.5
906,2016-05-18,0.0,0.0,11.4,16.2,7.6,0.8
907,2016-05-19,0.0,0.0,11.1,15.8,5.2,-1.0
908,2016-05-20,0.0,0.0,13.0,17.3,6.9,0.7
909,2016-05-21,0.0,0.0,16.2,22.6,8.8,4.4
910,2016-05-22,0.0,0.0,14.6,19.3,9.5,6.8
911,2016-05-23,0.0,0.0,16.8,21.9,9.2,3.5
912,2016-05-24,0.0,0.0,17.6,22.7,10.5,4.6
913,2016-05-25,0.0,0.0,18.9,24.1,11.7,5.4
914,2016-05-26,0.0,0.0,14.4,20.7,12.9,8.0
915,2016-05-27,0.0,0.0,14.5,19.8,9.4,9.1
916,2016-05-28,0.0,0.0,13.4,16.1,11.8,8.4
917,2016-05-29,0.0,0.0,14.9,19.3,11.4,11.0
918,2016-05-30,0.0,0.0,18.7,23.5,12.1,7.6
919,2016-05-31,0.0,0.0,20.1,23.7,16.5,10.7
920,2016-06-01,0.0,0.0,18.9,23.1,12.6,7.3
921,2016-06-02,14.2,0.0,18.6,27.1,12.8,7.3
922,2016-06-03,0.0,0.0,19.8,25.5,13.1,8.8
923,2016-06-04,0.0,0.0,14.3,21.6,10.5,7.5
924,2016-06-05,0.2,0.0,11.1,14.6,6.2,1.5
925,2016-06-06,0.0,0.0,11.0,15.4,6.0,2.9
926,2016-06-07,5.7,0.0,13.7,18.4,7.7,4.0
927,2016-06-08,2.9,0.0,12.4,15.8,11.4,10.6
928,2016-06-09,0.0,0.0,9.8,12.3,7.6,6.7
929,2016-06-10,0.3,0.0,10.0,13.3,6.1,4.8
930,2016-06-11,0.0,0.0,12.1,16.7,5.4,2.2
931,2016-06-12,0.0,0.0,12.8,17.9,7.8,6.7
932,2016-06-13,0.0,0.0,14.6,20.1,8.5,4.7
933,2016-06-14,0.0,0.0,15.3,19.9,8.8,3.1
934,2016-06-15,9.0,0.0,17.5,21.3,9.6,4.1
935,2016-06-16,46.1,0.0,14.3,19.7,13.1,12.7
936,2016-06-17,31.0,0.0,15.7,21.5,13.3,11.9
937,2016-06-18,16.0,0.0,14.3,17.1,12.2,14.7
938,2016-06-19,0.7,0.0,13.4,15.1,12.3,12.2
939,2016-06-20,0.0,0.0,15.2,20.6,12.2,11.1
940,2016-06-21,0.0,0.0,16.9,21.9,10.2,7.3
941,2016-06-22,0.0,0.0,16.6,21.2,13.0,13.0
942,2016-06-23,1.2,0.0,16.0,19.5,12.7,10.3
943,2016-06-24,0.4,0.0,16.2,20.5,13.7,11.7
944,2016-06-25,0.0,0.0,18.7,24.1,14.4,13.5
945,2016-06-26,0.0,0.0,20.9,25.4,15.7,12.8
946,2016-06-27,16.0,0.0,16.2,21.1,14.4,17.5
947,2016-06-28,0.0,0.0,18.5,22.8,13.2,12.1
948,2016-06-29,0.0,0.0,18.9,22.9,15.4,14.3
949,2016-06-30,0.1,0.0,18.8,22.6,15.6,12.7
950,2016-07-01,0.0,0.0,19.1,22.4,14.7,10.9
951,2016-07-02,10.7,0.0,20.6,24.6,16.9,14.7
952,2016-07-03,7.0,0.0,18.0,21.6,15.9,17.6
953,2016-07-04,7.3,0.0,13.6,17.4,12.0,11.8
954,2016-07-05,1.4,0.0,14.7,19.2,11.2,10.5
955,2016-07-06,4.9,0.0,17.1,22.2,14.0,13.4
956,2016-07-07,1.0,0.0,13.1,16.3,12.0,11.8
957,2016-07-08,0.0,0.0,15.8,21.5,12.6,12.5
958,2016-07-09,0.0,0.0,16.6,22.3,11.1,8.6
959,2016-07-10,1.2,0.0,16.0,20.7,13.5,11.5
960,2016-07-11,4.5,0.0,15.8,19.4,12.9,10.8
961,2016-07-12,0.1,0.0,17.7,21.3,15.6,15.2
962,2016-07-13,0.0,0.0,17.9,21.6,15.6,15.2
963,2016-07-14,0.0,0.0,17.8,21.8,14.0,12.9
964,2016-07-15,17.6,0.0,15.7,17.9,13.0,10.1
965,2016-07-16,0.0,0.0,17.3,21.9,14.8,14.9
966,2016-07-17,0.0,0.0,16.0,20.5,14.5,14.2
967,2016-07-18,0.1,0.0,17.4,21.8,13.8,12.6
968,2016-07-19,0.0,0.0,18.2,23.1,12.2,9.9
969,2016-07-20,0.1,0.0,18.5,23.4,11.8,8.5
970,2016-07-21,0.0,0.0,18.5,22.6,17.0,14.8
971,2016-07-22,0.0,0.0,18.0,19.5,16.7,17.3
972,2016-07-23,0.0,0.0,18.8,21.1,16.6,16.5
973,2016-07-24,0.0,0.0,20.6,24.8,16.8,14.2
974,2016-07-25,0.0,0.0,19.9,23.3,16.3,13.9
975,2016-07-26,0.0,0.0,20.7,24.8,16.1,11.7
976,2016-07-27,0.0,0.0,21.2,25.7,17.2,14.1
977,2016-07-28,2.2,0.0,18.5,23.0,14.9,11.4
978,2016-07-29,0.0,0.0,18.6,23.3,15.2,15.1
979,2016-07-30,0.9,0.0,20.2,25.0,15.7,12.6
980,2016-07-31,0.3,0.0,18.8,21.8,16.7,12.2
981,2016-08-01,0.1,0.0,17.8,19.9,15.9,12.5
982,2016-08-02,0.0,0.0,17.4,21.2,15.0,11.1
983,2016-08-03,0.0,0.0,17.9,22.1,14.6,10.3
984,2016-08-04,6.1,0.0,16.8,20.3,14.8,9.4
985,2016-08-05,4.6,0.0,18.5,21.1,16.0,14.5
986,2016-08-06,0.1,0.0,17.9,20.8,16.2,15.9
987,2016-08-07,0.0,0.0,17.9,22.3,15.6,11.7
988,2016-08-08,1.5,0.0,18.1,21.5,14.4,10.1
989,2016-08-09,2.6,0.0,16.7,18.9,15.3,14.6
990,2016-08-10,1.8,0.0,15.4,19.4,12.0,10.6
991,2016-08-11,0.0,0.0,14.4,17.9,12.9,11.7
992,2016-08-12,0.4,0.0,13.6,17.7,8.7,3.5
993,2016-08-13,2.9,0.0,14.7,17.2,12.5,8.7
994,2016-08-14,9.5,0.0,15.8,20.6,13.5,9.4
995,2016-08-15,0.5,0.0,14.1,18.6,9.3,8.2
996,2016-08-16,4.7,0.0,14.7,16.2,12.2,8.6
997,2016-08-17,3.1,0.0,15.0,18.3,13.0,12.8
998,2016-08-18,0.3,0.0,15.6,18.4,13.3,12.5
999,2016-08-19,1.3,0.0,17.1,19.9,14.8,14.0
1000,2016-08-20,0.0,0.0,18.2,22.4,14.1,10.5
1001,2016-08-21,0.0,0.0,19.0,22.5,13.7,9.6
1002,2016-08-22,0.8,0.0,17.9,21.4,17.0,17.1
1003,2016-08-23,0.0,0.0,16.7,20.6,13.9,12.7
1004,2016-08-24,0.0,0.0,14.6,19.4,12.0,8.2
1005,2016-08-25,5.9,0.0,16.6,20.0,12.1,7.5
1006,2016-08-26,0.0,0.0,17.0,18.4,15.3,15.3
1007,2016-08-27,0.0,0.0,18.1,20.6,16.6,14.2
1008,2016-08-28,1.3,0.0,14.3,18.2,9.8,6.0
1009,2016-08-29,11.2,0.0,13.6,15.3,12.6,8.9
1010,2016-08-30,0.4,0.0,13.1,17.9,11.5,11.5
1011,2016-08-31,0.0,0.0,15.1,21.0,8.3,4.5
1012,2016-09-01,0.0,0.0,16.9,20.6,14.6,13.2
1013,2016-09-02,0.0,0.0,15.6,19.6,13.7,10.4
1014,2016-09-03,39.2,0.0,13.4,16.8,8.2,3.3
1015,2016-09-04,0.0,0.0,14.9,18.0,13.0,12.5
1016,2016-09-05,0.0,0.0,14.2,19.9,10.5,7.6
1017,2016-09-06,0.0,0.0,13.1,17.6,7.3,3.2
1018,2016-09-07,0.0,0.0,18.2,23.2,14.9,13.7
1019,2016-09-08,0.0,0.0,14.7,19.7,11.8,9.6
1020,2016-09-09,0.0,0.0,13.9,18.7,7.3,2.8
1021,2016-09-10,0.0,0.0,15.2,20.2,11.1,6.0
1022,2016-09-11,0.0,0.0,15.7,19.4,12.4,8.5
1023,2016-09-12,0.0,0.0,15.9,20.2,13.7,11.9
1024,2016-09-13,0.0,0.0,13.9,19.6,7.4,3.1
1025,2016-09-14,0.0,0.0,12.3,16.7,6.7,3.1
1026,2016-09-15,0.0,0.0,13.3,19.0,9.6,5.3
1027,2016-09-16,0.0,0.0,11.5,15.3,8.3,5.6
1028,2016-09-17,0.0,0.0,10.8,13.3,8.9,6.9
1029,2016-09-18,0.0,0.0,10.4,15.5,5.8,1.3
1030,2016-09-19,0.0,0.0,9.8,14.8,5.5,0.2
1031,2016-09-20,0.0,0.0,10.5,16.3,5.4,2.1
1032,2016-09-21,0.0,0.0,10.3,16.2,5.7,2.4
1033,2016-09-22,0.0,0.0,10.1,13.9,6.5,1.7
1034,2016-09-23,0.0,0.0,8.4,10.9,5.2,1.4
1035,2016-09-24,0.0,0.0,9.0,11.5,5.9,4.6
1036,2016-09-25,0.0,0.0,12.6,15.4,8.8,6.3
1037,2016-09-26,0.0,0.0,13.7,16.4,11.5,4.5
1038,2016-09-27,0.0,0.0,12.9,16.5,9.7,6.8
1039,2016-09-28,5.9,0.0,12.7,13.8,11.2,4.4
1040,2016-09-29,5.9,0.0,12.9,14.9,9.5,3.7
1041,2016-09-30,0.0,0.0,13.3,15.9,11.6,10.5
1042,2016-10-01,0.0,0.0,11.3,15.0,9.8,7.6
1043,2016-10-02,0.0,0.0,8.9,14.7,4.0,-1.1
1044,2016-10-03,0.0,0.0,7.8,13.1,2.9,-1.0
1045,2016-10-04,0.0,0.0,5.6,8.5,3.0,1.4
1046,2016-10-05,0.0,0.0,6.2,10.4,2.9,1.1
1047,2016-10-06,0.0,0.0,6.0,9.5,2.7,1.3
1048,2016-10-07,0.0,0.0,6.1,10.6,2.2,0.7
1049,2016-10-08,0.3,0.0,7.7,10.4,6.2,5.4
1050,2016-10-09,0.0,0.0,6.0,7.5,4.9,5.5
1051,2016-10-10,0.0,0.0,6.0,9.1,2.7,1.3
1052,2016-10-11,0.0,0.0,5.1,6.9,4.5,4.6
1053,2016-10-12,0.0,0.0,3.9,5.7,3.1,3.6
1054,2016-10-13,0.0,0.0,1.1,3.1,-0.4,0.7
1055,2016-10-14,0.3,0.0,2.6,3.5,1.1,1.4
1056,2016-10-15,0.0,0.0,4.5,5.8,2.6,2.8
1057,2016-10-16,0.0,0.0,5.5,7.7,4.6,2.4
1058,2016-10-17,0.0,0.0,6.4,7.0,4.8,4.2
1059,2016-10-18,0.0,0.0,6.2,7.5,4.7,2.5
1060,2016-10-19,0.0,0.0,5.2,7.7,1.0,-5.4
1061,2016-10-20,0.0,0.0,5.5,7.7,2.3,-4.6
1062,2016-10-21,0.0,0.0,3.8,5.9,3.3,3.6
1063,2016-10-22,0.0,0.0,3.5,4.1,2.7,2.5
1064,2016-10-23,0.1,0.0,5.5,6.4,4.1,3.7
1065,2016-10-24,0.4,0.0,5.1,6.2,4.0,3.1
1066,2016-10-25,0.3,0.0,2.3,6.1,0.9,0.1
1067,2016-10-26,4.4,0.0,0.7,2.2,-1.7,0.7
1068,2016-10-27,9.0,0.0,6.3,8.2,-2.2,-6.3
1069,2016-10-28,6.4,0.0,8.1,9.1,7.3,7.9
1070,2016-10-29,0.1,0.0,4.3,7.3,3.1,2.0
1071,2016-10-30,0.0,0.0,3.2,4.8,1.5,2.1
1072,2016-10-31,0.2,0.0,1.4,3.2,-0.5,-4.0
1073,2016-11-01,0.2,0.0,1.0,3.7,-2.2,-6.8
1074,2016-11-02,5.4,0.0,-0.4,1.7,-2.2,0.1
1075,2016-11-03,0.0,3.0,-2.1,-0.3,-2.9,-4.5
1076,2016-11-04,0.0,3.0,-2.6,-0.1,-4.7,-4.7
1077,2016-11-05,0.0,3.0,-4.1,-2.6,-6.1,-12.3
1078,2016-11-06,0.5,3.0,-5.0,-3.4,-6.8,-7.6
1079,2016-11-07,5.3,4.0,-4.7,-3.9,-5.1,-5.2
1080,2016-11-08,4.7,11.0,-6.2,-5.0,-7.4,-5.300000000000001
1081,2016-11-09,7.1,18.0,-2.7,-0.6,-5.5,-5.4
1082,2016-11-10,1.0,19.0,-3.4,0.3,-4.7,-6.3
1083,2016-11-11,0.0,17.0,-8.5,-4.7,-10.6,-16.4
1084,2016-11-12,0.0,16.0,-3.9,-1.0,-11.4,-17.7
1085,2016-11-13,0.0,14.0,-0.9,0.4,-1.7,-2.1
1086,2016-11-14,0.1,12.0,-2.2,-0.8,-4.5,-5.6
1087,2016-11-15,6.1,12.0,-0.2,1.4,-2.2,-3.7
1088,2016-11-16,2.2,9.0,1.8,2.5,0.7,0.1
1089,2016-11-17,3.5,4.0,3.8,5.0,1.9,1.3
1090,2016-11-18,1.5,0.0,4.2,5.2,2.4,2.4
1091,2016-11-19,4.8,0.0,6.0,6.9,4.8,4.2
1092,2016-11-20,9.4,0.0,4.1,5.7,0.9,2.5
1093,2016-11-21,0.1,0.0,6.3,7.4,4.4,3.0
1094,2016-11-22,0.2,0.0,4.2,7.1,3.2,4.4
1095,2016-11-23,4.4,0.0,4.1,4.8,3.2,3.0
1096,2016-11-24,0.1,0.0,3.6,5.9,1.2,4.8
1097,2016-11-25,9.0,0.0,0.3,1.3,-1.0,-1.2
1098,2016-11-26,1.2,0.0,4.0,5.9,1.0,0.7
1099,2016-11-27,0.2,0.0,-1.5,3.1,-4.6,-0.7
1100,2016-11-28,0.0,0.0,-4.4,-2.3,-6.4,-7.3
1101,2016-11-29,2.7,0.0,-4.2,1.6,-9.5,-13.9
1102,2016-11-30,0.0,0.0,1.0,2.7,-0.6,0.2
1103,2016-12-01,0.0,0.0,-1.4,0.2,-2.2,-3.7
1104,2016-12-02,0.0,0.0,-3.4,-1.3,-5.6,-8.3
1105,2016-12-03,0.0,0.0,-4.4,-1.7,-6.4,-5.6
1106,2016-12-04,1.4,0.0,-5.1,0.4,-10.1,-10.8
1107,2016-12-05,0.0,0.0,2.5,6.6,0.4,0.1
1108,2016-12-06,0.0,0.0,-8.3,0.4,-10.9,-9.0
1109,2016-12-07,5.6,0.0,-0.3,1.9,-11.9,-14.9
1110,2016-12-08,0.0,0.0,1.8,3.0,0.8,0.4
1111,2016-12-09,0.0,0.0,1.1,2.6,0.5,0.8
1112,2016-12-10,0.0,0.0,-5.7,0.5,-7.3,-7.3
1113,2016-12-11,0.0,0.0,-8.3,-7.0,-10.1,-13.3
1114,2016-12-12,0.0,0.0,-6.0,-2.5,-10.3,-13.5
1115,2016-12-13,1.7,0.0,-1.5,0.0,-3.4,-5.2
1116,2016-12-14,0.0,2.0,-1.5,0.8,-3.3,-1.0
1117,2016-12-15,0.0,2.0,-0.8,2.2,-3.6,-3.9
1118,2016-12-16,0.0,0.0,-1.7,0.2,-2.7,-4.2
1119,2016-12-17,1.3,0.0,-1.9,0.7,-4.5,-8.0
1120,2016-12-18,0.5,3.0,-0.2,0.5,-0.8,-1.9
1121,2016-12-19,0.3,2.0,1.4,2.0,-0.4,-2.3
1122,2016-12-20,0.3,0.0,2.2,3.3,0.3,0.4
1123,2016-12-21,0.0,0.0,3.0,3.7,2.4,2.0
1124,2016-12-22,0.1,0.0,3.9,4.5,3.0,2.7
1125,2016-12-23,0.0,0.0,3.2,4.4,1.5,2.5
1126,2016-12-24,8.8,0.0,3.1,4.3,-0.3,-2.1
1127,2016-12-25,1.4,0.0,2.8,4.0,1.3,-0.4
1128,2016-12-26,2.1,0.0,4.0,6.7,1.0,1.5
1129,2016-12-27,0.1,0.0,0.8,3.1,-0.1,-1.5
1130,2016-12-28,0.0,0.0,-0.7,1.3,-2.0,-1.5
1131,2016-12-29,0.0,0.0,2.0,3.4,-2.6,-5.6
1132,2016-12-30,0.0,0.0,4.2,5.4,2.8,-0.6999999999999993
1133,2016-12-31,0.0,0.0,5.4,7.1,4.5,4.2
1134,2017-01-01,0.0,0.0,0.6,5.5,-1.5,-2.0
1135,2017-01-02,4.4,0.0,-3.9,-0.2,-4.7,-6.2
1136,2017-01-03,6.6,7.0,-6.5,-4.2,-8.4,-8.2
1137,2017-01-04,0.0,13.0,-12.8,-4.1,-18.4,-13.2
1138,2017-01-05,0.0,10.0,-17.8,-16.2,-18.6,-19.2
1139,2017-01-06,0.3,10.0,-17.8,-16.3,-21.8,-24.8
1140,2017-01-07,5.3,10.0,-3.8,-0.8,-18.8,-21.0
1141,2017-01-08,0.0,12.0,-0.5,1.3,-2.9,-8.5
1142,2017-01-09,1.1,12.0,0.5,1.6,-0.9,-0.8
1143,2017-01-10,0.3,9.0,1.7,2.9,0.8,0.9
1144,2017-01-11,0.0,7.0,-1.6,0.9,-3.8,-1.1
1145,2017-01-12,8.0,7.0,-2.8,-2.3,-4.0,-5.1
1146,2017-01-13,0.1,13.0,1.1,2.2,-2.4,-2.4
1147,2017-01-14,0.1,8.0,0.8,1.6,0.5,0.3
1148,2017-01-15,0.0,8.0,-2.8,0.8,-5.1,-2.8
1149,2017-01-16,0.0,8.0,-4.2,-2.3,-7.3,-7.4
1150,2017-01-17,0.2,8.0,-3.5,-0.7,-6.6,-5.9
1151,2017-01-18,0.9,8.0,1.1,1.6,-1.0,-2.0
1152,2017-01-19,0.0,5.0,1.6,2.0,0.6,0.1
1153,2017-01-20,0.3,5.0,-0.6,2.7,-2.4,-5.7
1154,2017-01-21,0.4,5.0,-1.8,0.5,-2.8,-6.4
1155,2017-01-22,0.2,5.0,1.0,2.9,-2.6,-5.8
1156,2017-01-23,0.1,6.0,0.1,1.1,-0.7,-3.2
1157,2017-01-24,0.0,6.0,-2.2,1.2,-5.3,-4.4
1158,2017-01-25,0.6,6.0,-3.8,-2.5,-7.5,-9.4
1159,2017-01-26,0.0,6.0,1.9,3.3,-2.5,-2.7
1160,2017-01-27,0.0,4.0,1.6,5.0,0.4,-2.4
1161,2017-01-28,1.8,4.0,0.8,1.5,-0.9,-5.6
1162,2017-01-29,2.6,3.0,0.6,1.4,-0.4,0.3
1163,2017-01-30,5.6,5.0,1.0,1.8,-0.1,-0.3
1164,2017-01-31,0.0,4.0,0.2,1.9,-0.7,-0.8
1165,2017-02-01,1.5,4.0,-0.6,0.1,-1.5,-1.4
1166,2017-02-02,0.2,5.0,-0.8,0.5,-2.3,-0.9
1167,2017-02-03,0.0,6.0,-0.2,0.2,-1.3,-1.4
1168,2017-02-04,2.7,6.0,0.4,0.7,0.1,-0.3
1169,2017-02-05,0.0,7.0,-2.5,0.4,-3.7,-1.5
1170,2017-02-06,0.0,7.0,-7.3,-3.7,-9.8,-6.4
1171,2017-02-07,0.0,8.0,-12.1,-8.6,-14.6,-15.2
1172,2017-02-08,0.0,8.0,-8.8,-3.6,-12.8,-14.5
1173,2017-02-09,0.0,8.0,-10.1,-6.0,-13.8,-15.3
1174,2017-02-10,0.0,8.0,-8.3,-6.2,-9.8,-9.4
1175,2017-02-11,0.0,8.0,-5.4,-3.3,-9.7,-14.1
1176,2017-02-12,0.0,8.0,-2.7,-0.1,-4.5,-6.4
1177,2017-02-13,0.0,8.0,1.5,5.1,-2.3,-2.6
1178,2017-02-14,0.0,8.0,4.4,7.8,2.3,0.0
1179,2017-02-15,0.0,8.0,0.0,4.4,-3.0,-7.5
1180,2017-02-16,0.9,8.0,0.5,1.4,-0.5,-3.2
1181,2017-02-17,0.2,8.0,1.5,2.1,0.5,-0.3
1182,2017-02-18,1.5,5.0,1.9,6.3,-1.1,-2.5
1183,2017-02-19,1.1,5.0,2.2,3.7,0.9,0.2
1184,2017-02-20,2.8,3.0,0.4,3.6,-1.3,0.7
1185,2017-02-21,0.0,7.0,-2.5,0.0,-4.7,-3.6
1186,2017-02-22,12.2,6.0,-4.6,-2.6,-10.3,-13.1
1187,2017-02-23,0.3,15.0,-0.7,1.4,-4.2,-12.25
1188,2017-02-24,0.0,13.0,-5.3,-1.8,-6.6,-11.4
1189,2017-02-25,0.4,13.0,-5.6,-1.0,-9.8,-13.2
1190,2017-02-26,2.5,12.0,-2.0,-0.9,-5.2,-7.4
1191,2017-02-27,1.0,14.0,-2.3,-0.2,-5.6,-11.6
1192,2017-02-28,7.7,13.0,2.1,3.9,-0.3,-0.9
1193,2017-03-01,6.9,9.0,1.5,3.2,0.3,0.1
1194,2017-03-02,0.5,7.0,1.5,2.1,0.1,0.1
1195,2017-03-03,2.1,6.0,0.9,1.8,0.2,0.1
1196,2017-03-04,0.2,6.0,-1.8,0.5,-4.0,-3.3
1197,2017-03-05,0.0,6.0,-4.2,-0.4,-7.4,-9.8
1198,2017-03-06,0.0,7.0,-4.2,-0.7,-7.8,-8.6
1199,2017-03-07,5.7,6.0,-2.9,-1.3,-5.4,-6.3
1200,2017-03-08,0.1,10.0,0.2,1.4,-1.8,-2.6
1201,2017-03-09,0.9,9.0,1.2,2.6,-0.5,-3.0
1202,2017-03-10,0.5,8.0,1.4,4.8,-1.2,-3.9
1203,2017-03-11,0.0,7.0,2.2,6.2,0.7,0.1
1204,2017-03-12,0.0,6.0,-0.9,2.3,-2.8,-5.0
1205,2017-03-13,0.0,6.0,0.6,1.7,-1.3,-2.9
1206,2017-03-14,6.0,5.0,0.6,4.6,-0.55,-0.8
1207,2017-03-15,0.0,2.0,3.8,7.5,0.2,0.1
1208,2017-03-16,1.8,0.5,3.4,8.4,-0.5,-2.1
1209,2017-03-17,4.3,0.0,2.0,3.7,0.5,-0.6
1210,2017-03-18,0.0,0.0,1.6,2.5,0.5,-0.4
1211,2017-03-19,0.0,0.0,0.6,2.3,-0.4,-0.3
1212,2017-03-20,1.1,0.0,0.2,3.1,-2.2,-6.8
1213,2017-03-21,6.0,0.0,1.6,2.7,-0.5,-0.4
1214,2017-03-22,0.2,0.0,2.3,4.0,1.4,0.7
1215,2017-03-23,0.0,0.0,2.5,7.4,-0.3,-2.4
1216,2017-03-24,0.6,0.0,0.5,4.4,-2.5,-4.2
1217,2017-03-25,0.8,0.0,1.9,4.5,-1.7,-3.9
1218,2017-03-26,0.1,0.0,4.8,11.9,-2.3,-5.2
1219,2017-03-27,0.0,0.0,6.6,11.8,2.3,0.4
1220,2017-03-28,0.0,0.0,2.4,9.1,0.5,-1.5
1221,2017-03-29,0.0,0.0,0.4,5.1,-3.9,-6.3
1222,2017-03-30,3.3,0.0,-0.4,4.6,-5.3,-8.5
1223,2017-03-31,0.6,2.0,0.2,3.3,-1.0,-1.9
1224,2017-04-01,3.6,0.0,1.5,4.8,-1.8,-6.7
1225,2017-04-02,0.1,0.0,4.3,5.1,2.8,1.2
1226,2017-04-03,0.2,0.0,3.0,5.7,1.7,3.1
